step,obs/extra/box_pose_6d_from_bimanual_center_0,obs/extra/box_pose_6d_from_bimanual_center_1,obs/extra/box_pose_6d_from_bimanual_center_2,obs/extra/box_pose_6d_from_bimanual_center_3,obs/extra/box_pose_6d_from_bimanual_center_4,obs/extra/box_pose_6d_from_bimanual_center_5,obs/extra/box_pose_6d_from_bimanual_center_6,obs/extra/box_pose_6d_from_bimanual_center_7,obs/extra/box_pose_6d_from_bimanual_center_8
0,0.3449490964412689,-0.015934772789478302,-0.031000107526779175,-0.972633957862854,-0.23234272003173828,6.541979473695392e-07,0.23234272003173828,-0.972633957862854,-1.4082070265430957e-07
1,0.3449490964412689,-0.015934767201542854,-0.031000055372714996,-0.972633957862854,-0.2323427051305771,1.0486097608009004e-06,0.2323427051305771,-0.972633957862854,3.436547615365271e-07
2,0.3449491262435913,-0.01593475043773651,-0.031000111252069473,-0.972633957862854,-0.23234261572360992,5.559690521295124e-07,0.23234261572360992,-0.972633957862854,-5.657261681335513e-07
3,0.3449490964412689,-0.01593477837741375,-0.031000055372714996,-0.972633957862854,-0.2323426455259323,1.0515979056435754e-06,0.2323426455259323,-0.972633957862854,3.9297376019931107e-07
4,0.3449490964412689,-0.015934769064188004,-0.031000111252069473,-0.972633957862854,-0.2323426604270935,4.668042947741924e-07,0.2323426604270935,-0.972633957862854,-8.014620789253968e-07
5,0.3449490964412689,-0.015934769064188004,-0.031000055372714996,-0.972633957862854,-0.23234263062477112,9.605993227523868e-07,0.23234263062477112,-0.972633957862854,1.0635772440537039e-07
6,0.3449491262435913,-0.015934735536575317,-0.031000055372714996,-0.972633957862854,-0.23234260082244873,9.876810054265661e-07,0.23234260082244873,-0.972633957862854,7.624974500686221e-07
7,0.3449490964412689,-0.01593475602567196,-0.031000111252069473,-0.972633957862854,-0.23234261572360992,5.475198463500419e-07,0.23234261572360992,-0.972633957862854,-5.951089292466349e-07
8,0.3449490964412689,-0.015934770926833153,-0.031000055372714996,-0.972633957862854,-0.2323426902294159,1.0443180826769094e-06,0.2323426902294159,-0.972633957862854,2.766614102256426e-07
9,0.3449491262435913,-0.015934757888317108,-0.031000111252069473,-0.972633957862854,-0.23234261572360992,5.444629778139642e-07,0.23234261572360992,-0.972633957862854,-6.033854447196063e-07
10,0.3449490964412689,-0.015934767201542854,-0.031000055372714996,-0.972633957862854,-0.2323426753282547,1.0503515568416333e-06,0.2323426753282547,-0.972633957862854,2.8920479167027224e-07
11,0.3449490964412689,-0.01593475602567196,-0.031000111252069473,-0.972633957862854,-0.23234263062477112,5.693407274520723e-07,0.23234263062477112,-0.972633957862854,-5.656331154568761e-07
