step,tcp_lead_right_component_0
0,-0.25
1,-0.25
2,-0.25
3,-0.25
4,-0.25
5,-0.25
6,-0.25
7,-0.25
8,-0.25
9,-0.25
10,-0.25
11,-0.25
12,-0.25
13,-0.25
14,-0.25
15,-0.25
16,-0.25
17,-0.25
18,-0.25
19,-0.25
20,-0.25
21,-0.25
22,-0.25
23,-0.25
24,-0.25
25,-0.25
26,-0.25
27,-0.25
28,-0.25
29,-0.25
30,-0.25
31,-0.25
32,-0.25
33,-0.25
34,-0.25
35,-0.25
36,-0.25
37,-0.25
38,-0.25
39,-0.25
40,-0.25
41,-0.25
42,-0.25
43,-0.25
44,-0.25
45,-0.25
46,-0.25
47,-0.25
48,-0.25
49,-0.25
50,-0.25
51,-0.25
52,-0.25
53,-0.25
54,-0.25
55,-0.25
56,-0.25
57,-0.25
58,-0.25
59,-0.25
60,-0.25
61,-0.25
62,-0.25
63,-0.25
64,-0.25
65,-0.25
66,-0.25
67,-0.25
68,-0.25
69,-0.25
70,-0.25
71,-0.25
72,-0.25
73,-0.25
74,-0.25
75,-0.25
76,-0.25
77,-0.25
78,-0.25
79,-0.25
80,-0.25
81,-0.25
82,-0.25
83,-0.25
84,-0.25
85,-0.25
86,-0.25
87,-0.25
88,-0.25
89,-0.25
90,-0.25
91,-0.25
92,-0.25
93,-0.25
94,-0.25
95,-0.25
96,-0.25
97,-0.25
98,-0.25
99,-0.25
100,-0.25
101,-0.25
102,-0.25
103,-0.25
104,-0.25
105,-0.25
106,-0.25
107,-0.25
108,-0.25
109,-0.25
110,-0.25
111,-0.25
112,-0.25
113,-0.25
114,-0.25
115,-0.25
116,-0.25
117,-0.25
118,-0.25
119,-0.25
120,-0.25
121,-0.25
122,-0.25
123,-0.25
124,-0.25
125,-0.25
126,0.24318000674247742
127,0.2499997466802597
128,0.2499997466802597
129,0.2499997466802597
130,0.2499997466802597
131,0.2499997466802597
132,0.2499997466802597
133,0.2499997466802597
134,0.2499997466802597
135,0.2499997466802597
136,0.2499997466802597
137,0.2499997466802597
138,0.2499997466802597
139,0.2499997466802597
140,0.2499997466802597
141,0.2499997466802597
142,0.2499997466802597
143,0.2499997466802597
144,0.2499997466802597
145,0.2499997466802597
146,0.2499997466802597
147,0.2499997466802597
148,0.2499997466802597
149,0.2499997466802597
150,0.2499997466802597
151,0.2499997466802597
152,0.2499997466802597
153,0.2499997466802597
154,0.2499997466802597
155,0.2499997466802597
156,0.2499997466802597
157,0.2499997466802597
158,0.2499997466802597
159,0.2499997466802597
160,0.2499997466802597
161,0.2499997466802597
162,0.2499997466802597
163,0.2499997466802597
164,0.2499997466802597
165,0.2499997466802597
166,0.2499997466802597
167,0.2499997466802597
168,0.2499997466802597
169,0.2499997466802597
170,0.2499997466802597
171,0.2499997466802597
172,0.2499997466802597
173,0.2499997466802597
174,0.2499997466802597
175,0.2499997466802597
176,0.2499997466802597
177,0.2499997466802597
178,0.2499997466802597
179,0.2499997466802597
180,0.2499997466802597
181,0.2499997466802597
182,0.2499997466802597
183,0.2499997466802597
184,0.2499997466802597
185,0.2499997466802597
186,0.2499997466802597
187,0.2499997466802597
188,0.2499997466802597
189,0.2499997466802597
190,0.2499997466802597
191,0.2499997466802597
192,0.2499997466802597
193,0.2499997466802597
194,0.2499997466802597
195,0.2499997466802597
196,0.2499997466802597
197,0.2499997466802597
198,0.2499997466802597
