step,box_translation_distance_0
0,0.00666004279628396
1,0.006660043261945248
2,0.006660067476332188
3,0.006660041864961386
4,0.006660041399300098
5,0.006660042330622673
6,0.006660043727606535
7,0.006660067476332188
8,0.006660042330622673
9,0.006660041864961386
10,0.006660043261945248
11,0.006660067476332188
12,0.006660041399300098
13,0.006660041864961386
14,0.006660043727606535
15,0.006660067476332188
16,0.006660042330622673
17,0.006660041864961386
18,0.006660043261945248
19,0.006660067476332188
20,0.006660042330622673
21,0.006660042330622673
22,0.006660043727606535
23,0.006660067941993475
24,0.006660042330622673
25,0.006660042330622673
26,0.006660043727606535
27,0.006660067941993475
28,0.006660041864961386
29,0.006660041864961386
30,0.006660043261945248
31,0.006660067941993475
32,0.006660041864961386
33,0.006660041864961386
34,0.006660043261945248
35,0.006660067941993475
36,0.006660041864961386
37,0.006660041864961386
38,0.00666004279628396
39,0.006660067941993475
40,0.006660041864961386
41,0.006660042330622673
42,0.00666004279628396
43,0.006660067941993475
44,0.006660041864961386
45,0.006660041864961386
46,0.00666004279628396
47,0.006660067941993475
48,0.006660041399300098
49,0.006660041864961386
50,0.006660043727606535
51,0.006660067476332188
52,0.006660041864961386
53,0.006660041864961386
54,0.00666004279628396
55,0.006660067476332188
56,0.006660042330622673
57,0.006660042330622673
58,0.006660043727606535
59,0.006660067476332188
60,0.006660042330622673
61,0.006660041864961386
62,0.006660043727606535
63,0.006660067941993475
64,0.006660041864961386
65,0.006660041864961386
66,0.006660043261945248
67,0.006660067941993475
68,0.006660041864961386
69,0.006660041864961386
70,0.006660043261945248
71,0.006660067941993475
72,0.006660041864961386
73,0.006660041864961386
74,0.00666004279628396
75,0.006660067941993475
76,0.006660041864961386
77,0.006660042330622673
78,0.00666004279628396
79,0.006660067941993475
80,0.006660041864961386
81,0.006660041864961386
82,0.006660043727606535
83,0.006660067476332188
84,0.006660041399300098
85,0.006660041864961386
86,0.006660043727606535
87,0.006660067476332188
88,0.006660041864961386
89,0.006660041864961386
90,0.00666004279628396
91,0.006660067476332188
92,0.006660042330622673
93,0.006660042330622673
94,0.006660043727606535
95,0.006660067476332188
96,0.006660042330622673
97,0.006660042330622673
98,0.006660043727606535
99,0.006660067941993475
100,0.006660042330622673
101,0.006660041864961386
102,0.006660043261945248
103,0.006660067941993475
104,0.006660041864961386
105,0.006660041864961386
106,0.006660043261945248
107,0.006660067941993475
108,0.006660042330622673
109,0.006660041864961386
110,0.00666004279628396
111,0.006660067941993475
112,0.006660041864961386
113,0.006660041864961386
114,0.00666004279628396
115,0.006660067941993475
116,0.006660041864961386
117,0.006660041864961386
118,0.00666004279628396
119,0.006660067941993475
120,0.006660041399300098
121,0.006660041864961386
122,0.006660043727606535
123,0.006660067476332188
124,0.006660041864961386
125,0.006660042330622673
126,0.006660043727606535
127,0.006660067476332188
128,0.006660042330622673
129,0.006660042330622673
130,0.006660043727606535
131,0.006660067476332188
132,0.006660042330622673
133,0.006660041864961386
134,0.006660043261945248
135,0.006660067476332188
136,0.006660041864961386
137,0.006660041864961386
138,0.006660043261945248
139,0.006660067941993475
140,0.006660041864961386
141,0.006660041864961386
142,0.006660043261945248
143,0.006660067941993475
144,0.006660041864961386
145,0.006660041864961386
146,0.006660043261945248
147,0.006660067941993475
148,0.006660041864961386
149,0.006660041864961386
150,0.006660043261945248
151,0.006660067476332188
152,0.006660042330622673
153,0.006660041864961386
154,0.006660043261945248
155,0.006660067476332188
156,0.006660042330622673
157,0.006660041864961386
158,0.006660043261945248
159,0.006660067476332188
160,0.006660042330622673
161,0.006660041864961386
162,0.006660043261945248
163,0.006660067941993475
164,0.006660042330622673
165,0.006660041864961386
166,0.006660043261945248
167,0.006660067941993475
168,0.006660041864961386
169,0.006660041864961386
170,0.006660043261945248
171,0.006660067941993475
172,0.006660041864961386
173,0.006660041864961386
174,0.006660043261945248
175,0.006660067941993475
176,0.006660042330622673
177,0.006660041864961386
178,0.00666004279628396
179,0.006660067941993475
180,0.006660041864961386
181,0.006660041864961386
182,0.006660043261945248
183,0.006660067941993475
184,0.006660041864961386
185,0.006660041864961386
186,0.006660043261945248
187,0.006660067476332188
188,0.006660042330622673
189,0.006660041864961386
190,0.006660043261945248
191,0.006660067476332188
192,0.006660042330622673
193,0.006660041864961386
194,0.006660043261945248
195,0.006660067476332188
196,0.006660042330622673
197,0.006660041864961386
198,0.006660043261945248
