step,box_translation_distance_0
0,0.010182383470237255
1,0.010182826779782772
2,0.01018237229436636
3,0.010182383470237255
4,0.010182383470237255
5,0.01018237229436636
6,0.010182383470237255
7,0.01018237229436636
8,0.010182362049818039
9,0.010182383470237255
10,0.010182826779782772
11,0.010182826779782772
12,0.010182816535234451
13,0.010182383470237255
14,0.010182383470237255
15,0.010182826779782772
16,0.01018237229436636
17,0.010182383470237255
18,0.010182383470237255
19,0.010182826779782772
20,0.01018237229436636
21,0.01018237229436636
22,0.010182816535234451
23,0.010182362049818039
24,0.010182826779782772
25,0.010182383470237255
26,0.01018237229436636
27,0.010182383470237255
28,0.010182383470237255
29,0.010182383470237255
30,0.010182826779782772
31,0.010182826779782772
32,0.010182826779782772
33,0.010182383470237255
34,0.01018237229436636
35,0.010182383470237255
36,0.010182816535234451
37,0.010182383470237255
38,0.01018237229436636
39,0.010182826779782772
40,0.010182826779782772
41,0.010182383470237255
42,0.01018237229436636
43,0.010182826779782772
44,0.010182826779782772
45,0.01018237229436636
46,0.010182826779782772
47,0.010182383470237255
48,0.010182383470237255
49,0.010182383470237255
50,0.010182826779782772
51,0.010182826779782772
52,0.010182826779782772
53,0.010182826779782772
54,0.01018237229436636
55,0.010182383470237255
56,0.01018237229436636
57,0.010182826779782772
58,0.010182826779782772
59,0.01018237229436636
60,0.01018237229436636
61,0.010182383470237255
62,0.010182826779782772
63,0.010182383470237255
64,0.01018237229436636
65,0.010182816535234451
66,0.010182816535234451
67,0.010182826779782772
68,0.010182383470237255
69,0.01018237229436636
70,0.01018237229436636
71,0.01018237229436636
72,0.010182383470237255
73,0.010182383470237255
74,0.01018237229436636
75,0.010182816535234451
76,0.01018237229436636
77,0.010182383470237255
78,0.010182826779782772
79,0.010182383470237255
80,0.010182826779782772
81,0.01018237229436636
82,0.010182826779782772
83,0.01018237229436636
84,0.010182826779782772
85,0.01018237229436636
86,0.010182826779782772
87,0.010182383470237255
88,0.01018237229436636
89,0.010182816535234451
90,0.010182826779782772
91,0.010182826779782772
92,0.010182837955653667
93,0.010182383470237255
94,0.010182383470237255
95,0.010182826779782772
96,0.010182826779782772
97,0.010182383470237255
98,0.010182383470237255
99,0.010182383470237255
100,0.010182826779782772
101,0.010182826779782772
102,0.01018237229436636
103,0.010182383470237255
104,0.010182383470237255
105,0.010182826779782772
106,0.01018237229436636
107,0.010182826779782772
108,0.010182826779782772
109,0.010182383470237255
110,0.01018237229436636
111,0.010182837955653667
112,0.010182383470237255
113,0.010182826779782772
114,0.010182383470237255
115,0.010182826779782772
116,0.010182826779782772
117,0.010182383470237255
118,0.010182826779782772
119,0.010182383470237255
120,0.01018237229436636
121,0.010182383470237255
122,0.01018237229436636
123,0.010182816535234451
124,0.010182383470237255
125,0.010182826779782772
126,0.01018237229436636
127,0.01018237229436636
128,0.010182383470237255
129,0.010182816535234451
130,0.01018237229436636
131,0.010182383470237255
132,0.010182383470237255
133,0.01018237229436636
134,0.01018237229436636
135,0.01018237229436636
136,0.010182383470237255
137,0.010182826779782772
138,0.010182383470237255
139,0.010182383470237255
140,0.010182826779782772
141,0.010182383470237255
142,0.010182383470237255
143,0.010182826779782772
144,0.01018237229436636
145,0.010182383470237255
146,0.010182826779782772
147,0.010182816535234451
148,0.010182383470237255
149,0.01018237229436636
150,0.01018237229436636
151,0.010182383470237255
152,0.010182826779782772
153,0.010182816535234451
154,0.010182816535234451
155,0.010182383470237255
156,0.010182383470237255
157,0.01018237229436636
158,0.010182826779782772
159,0.01018237229436636
160,0.010182816535234451
161,0.010182383470237255
162,0.01018237229436636
163,0.010182383470237255
164,0.010182816535234451
165,0.010182383470237255
166,0.010182383470237255
167,0.010182383470237255
168,0.010182383470237255
169,0.010182383470237255
170,0.01018237229436636
171,0.010182826779782772
172,0.010182383470237255
173,0.010182826779782772
174,0.010182383470237255
175,0.01018237229436636
176,0.010182826779782772
177,0.010182816535234451
178,0.010182816535234451
179,0.010182383470237255
180,0.010182383470237255
181,0.01018237229436636
182,0.010182826779782772
183,0.010182383470237255
184,0.01018237229436636
185,0.01018237229436636
186,0.010182826779782772
187,0.010182383470237255
188,0.010182383470237255
189,0.01018237229436636
190,0.010182826779782772
191,0.010182383470237255
192,0.01018237229436636
193,0.010182383470237255
194,0.01018237229436636
195,0.010182826779782772
196,0.010182826779782772
197,0.010182826779782772
198,0.01018237229436636
