step,tcp_lead_left_component_0
0,-0.25
1,-0.25
2,-0.25
3,-0.25
4,-0.25
5,-0.25
6,-0.25
7,-0.25
8,-0.25
9,-0.25
10,-0.25
11,-0.25
12,-0.25
13,-0.25
14,-0.25
15,-0.2383095622062683
16,0.23673376441001892
17,0.2499997466802597
18,0.2499997466802597
19,0.2499997466802597
20,0.2499997466802597
21,0.2499997466802597
22,0.2499997466802597
23,0.2499997466802597
24,0.2499997466802597
25,0.2499997466802597
26,0.2499997466802597
27,0.2499997466802597
28,0.2499997466802597
29,0.2499997466802597
30,0.2499997466802597
31,0.2499997466802597
32,0.2499997466802597
33,0.2499997466802597
34,0.2499997466802597
35,0.2499997466802597
36,0.2499997466802597
37,0.2499997466802597
38,0.2499997466802597
39,0.2499997466802597
40,0.2499997466802597
41,-0.039568688720464706
42,-0.25
43,-0.25
44,-0.25
45,-0.25
46,-0.25
47,-0.25
48,-0.25
49,-0.25
50,-0.25
51,-0.25
52,-0.25
53,-0.25
54,-0.25
55,-0.25
56,-0.25
57,-0.25
58,-0.25
59,-0.25
60,-0.25
61,-0.25
62,-0.25
63,-0.25
64,-0.25
65,-0.25
66,-0.25
67,-0.25
68,-0.25
69,-0.25
70,-0.25
71,-0.25
72,-0.25
73,-0.25
74,-0.25
75,-0.25
76,-0.25
77,-0.25
78,-0.25
79,-0.25
80,-0.25
81,-0.25
82,-0.25
83,-0.25
84,-0.25
85,-0.25
86,-0.25
87,-0.25
88,-0.25
89,-0.25
90,-0.25
91,-0.25
92,0.009763417765498161
93,0.2499997466802597
94,0.2499997466802597
95,0.2499997466802597
96,0.2499997466802597
97,0.2499997466802597
98,0.2499997466802597
99,0.2499997466802597
100,0.2499997466802597
101,0.2499997466802597
102,0.2499997466802597
103,0.2499997466802597
104,0.2499997466802597
105,0.2499997466802597
106,0.2499997466802597
107,0.2499997466802597
108,0.2499997466802597
109,0.2499997466802597
110,0.2499997466802597
111,0.2499997466802597
112,0.2499997466802597
113,0.2499997466802597
114,0.2499997466802597
115,0.2499997466802597
116,0.2499997466802597
117,0.2499997466802597
118,0.2499997466802597
119,0.2499997466802597
120,0.2499997466802597
121,0.2499997466802597
122,0.2499997466802597
123,0.2499997466802597
124,0.2499997466802597
125,0.2499997466802597
126,0.2499997466802597
127,0.2499997466802597
128,0.2499997466802597
129,0.2499997466802597
130,0.2499997466802597
131,0.2499997466802597
132,0.2499997466802597
133,0.2499997466802597
134,0.2499997466802597
135,0.2499997466802597
136,0.2499997466802597
137,0.2499997466802597
138,0.2499997466802597
139,0.2499997466802597
140,0.2499997466802597
141,0.2499997466802597
142,0.2499997466802597
143,0.2499997466802597
144,0.2499997466802597
145,0.2499997466802597
146,0.2499997466802597
147,0.2499997466802597
148,0.2499997466802597
149,0.2499997466802597
150,0.2499997466802597
151,0.2499997466802597
152,0.2499997466802597
153,0.2499997466802597
154,0.2499997466802597
155,0.2499997466802597
156,0.2499997466802597
157,0.2499997466802597
158,0.2499997466802597
159,0.2499997466802597
160,0.2499997466802597
161,0.2499997466802597
162,0.2499997466802597
163,0.2499997466802597
164,0.2499997466802597
165,0.2499997466802597
166,0.2499997466802597
167,0.2499997466802597
168,0.2499997466802597
169,0.2499997466802597
170,0.2499997466802597
171,0.2499997466802597
172,0.2499997466802597
173,0.2499997466802597
174,0.2499997466802597
175,0.2499997466802597
176,0.2499997466802597
177,0.2499997466802597
178,0.2499997466802597
179,0.2499997466802597
180,0.2499997466802597
181,0.2499997466802597
182,0.2499997466802597
183,0.2499997466802597
184,0.2499997466802597
185,-0.25
186,-0.25
187,-0.25
188,-0.25
189,-0.25
190,-0.25
191,-0.25
192,-0.25
193,-0.25
194,-0.25
195,-0.25
196,-0.25
197,-0.25
198,-0.25
