step,penalty_translation_0
0,-0.0003522742190398276
1,-0.00035231863148510456
2,-0.00035227311309427023
3,-0.0003522742190398276
4,-0.0003522742190398276
5,-0.00035227311309427023
6,-0.0003522742190398276
7,-0.00035227311309427023
8,-0.0003522720653563738
9,-0.0003522742190398276
10,-0.00035231863148510456
11,-0.00035231863148510456
12,-0.0003523176128510386
13,-0.0003522742190398276
14,-0.0003522742190398276
15,-0.00035231863148510456
16,-0.00035227311309427023
17,-0.0003522742190398276
18,-0.0003522742190398276
19,-0.00035231863148510456
20,-0.00035227311309427023
21,-0.00035227311309427023
22,-0.0003523176128510386
23,-0.0003522720653563738
24,-0.00035231863148510456
25,-0.0003522742190398276
26,-0.00035227311309427023
27,-0.0003522742190398276
28,-0.0003522742190398276
29,-0.0003522742190398276
30,-0.00035231863148510456
31,-0.00035231863148510456
32,-0.00035231863148510456
33,-0.0003522742190398276
34,-0.00035227311309427023
35,-0.0003522742190398276
36,-0.0003523176128510386
37,-0.0003522742190398276
38,-0.00035227311309427023
39,-0.00035231863148510456
40,-0.00035231863148510456
41,-0.0003522742190398276
42,-0.00035227311309427023
43,-0.00035231863148510456
44,-0.00035231863148510456
45,-0.00035227311309427023
46,-0.00035231863148510456
47,-0.0003522742190398276
48,-0.0003522742190398276
49,-0.0003522742190398276
50,-0.00035231863148510456
51,-0.00035231863148510456
52,-0.00035231863148510456
53,-0.00035231863148510456
54,-0.00035227311309427023
55,-0.0003522742190398276
56,-0.00035227311309427023
57,-0.00035231863148510456
58,-0.00035231863148510456
59,-0.00035227311309427023
60,-0.00035227311309427023
61,-0.0003522742190398276
62,-0.00035231863148510456
63,-0.0003522742190398276
64,-0.00035227311309427023
65,-0.0003523176128510386
66,-0.0003523176128510386
67,-0.00035231863148510456
68,-0.0003522742190398276
69,-0.00035227311309427023
70,-0.00035227311309427023
71,-0.00035227311309427023
72,-0.0003522742190398276
73,-0.0003522742190398276
74,-0.00035227311309427023
75,-0.0003523176128510386
76,-0.00035227311309427023
77,-0.0003522742190398276
78,-0.00035231863148510456
79,-0.0003522742190398276
80,-0.00035231863148510456
81,-0.00035227311309427023
82,-0.00035231863148510456
83,-0.00035227311309427023
84,-0.00035231863148510456
85,-0.00035227311309427023
86,-0.00035231863148510456
87,-0.0003522742190398276
88,-0.00035227311309427023
89,-0.0003523176128510386
90,-0.00035231863148510456
91,-0.00035231863148510456
92,-0.0003523197665344924
93,-0.0003522742190398276
94,-0.0003522742190398276
95,-0.00035231863148510456
96,-0.00035231863148510456
97,-0.0003522742190398276
98,-0.0003522742190398276
99,-0.0003522742190398276
100,-0.00035231863148510456
101,-0.00035231863148510456
102,-0.00035227311309427023
103,-0.0003522742190398276
104,-0.0003522742190398276
105,-0.00035231863148510456
106,-0.00035227311309427023
107,-0.00035231863148510456
108,-0.00035231863148510456
109,-0.0003522742190398276
110,-0.00035227311309427023
111,-0.0003523197665344924
112,-0.0003522742190398276
113,-0.00035231863148510456
114,-0.0003522742190398276
115,-0.00035231863148510456
116,-0.00035231863148510456
117,-0.0003522742190398276
118,-0.00035231863148510456
119,-0.0003522742190398276
120,-0.00035227311309427023
121,-0.0003522742190398276
122,-0.00035227311309427023
123,-0.0003523176128510386
124,-0.0003522742190398276
125,-0.00035231863148510456
126,-0.00035227311309427023
127,-0.00035227311309427023
128,-0.0003522742190398276
129,-0.0003523176128510386
130,-0.00035227311309427023
131,-0.0003522742190398276
132,-0.0003522742190398276
133,-0.00035227311309427023
134,-0.00035227311309427023
135,-0.00035227311309427023
136,-0.0003522742190398276
137,-0.00035231863148510456
138,-0.0003522742190398276
139,-0.0003522742190398276
140,-0.00035231863148510456
141,-0.0003522742190398276
142,-0.0003522742190398276
143,-0.00035231863148510456
144,-0.00035227311309427023
145,-0.0003522742190398276
146,-0.00035231863148510456
147,-0.0003523176128510386
148,-0.0003522742190398276
149,-0.00035227311309427023
150,-0.00035227311309427023
151,-0.0003522742190398276
152,-0.00035231863148510456
153,-0.0003523176128510386
154,-0.0003523176128510386
155,-0.0003522742190398276
156,-0.0003522742190398276
157,-0.00035227311309427023
158,-0.00035231863148510456
159,-0.00035227311309427023
160,-0.0003523176128510386
161,-0.0003522742190398276
162,-0.00035227311309427023
163,-0.0003522742190398276
164,-0.0003523176128510386
165,-0.0003522742190398276
166,-0.0003522742190398276
167,-0.0003522742190398276
168,-0.0003522742190398276
169,-0.0003522742190398276
170,-0.00035227311309427023
171,-0.00035231863148510456
172,-0.0003522742190398276
173,-0.00035231863148510456
174,-0.0003522742190398276
175,-0.00035227311309427023
176,-0.00035231863148510456
177,-0.0003523176128510386
178,-0.0003523176128510386
179,-0.0003522742190398276
180,-0.0003522742190398276
181,-0.00035227311309427023
182,-0.00035231863148510456
183,-0.0003522742190398276
184,-0.00035227311309427023
185,-0.00035227311309427023
186,-0.00035231863148510456
187,-0.0003522742190398276
188,-0.0003522742190398276
189,-0.00035227311309427023
190,-0.00035231863148510456
191,-0.0003522742190398276
192,-0.00035227311309427023
193,-0.0003522742190398276
194,-0.00035227311309427023
195,-0.00035231863148510456
196,-0.00035231863148510456
197,-0.00035231863148510456
198,-0.00035227311309427023
