step,box_translation_distance_0
0,0.006376849487423897
1,0.006376850884407759
2,0.006376839242875576
3,0.006376842502504587
4,0.006376846227794886
5,0.006376850884407759
6,0.0063768536783754826
7,0.006376849953085184
8,0.006376846227794886
9,0.006376843433827162
10,0.006376844830811024
11,0.006376844830811024
12,0.006376853212714195
13,0.006376840639859438
14,0.006376846227794886
15,0.0063768429681658745
16,0.006376849953085184
17,0.006376848556101322
18,0.006376845762133598
19,0.006376852747052908
20,0.0063768420368433
21,0.006376844830811024
22,0.0063768476247787476
23,0.006376845296472311
24,0.006376850884407759
25,0.006376849953085184
26,0.006376848556101322
27,0.0063768476247787476
28,0.006376848556101322
29,0.006376845296472311
30,0.006376851350069046
31,0.006376838777214289
32,0.006376845762133598
33,0.006376846227794886
34,0.006376848556101322
35,0.006376849953085184
36,0.006376846227794886
37,0.006376846227794886
38,0.006376842502504587
39,0.006376842502504587
40,0.006376844365149736
41,0.0063768476247787476
42,0.006376850884407759
43,0.006376846227794886
44,0.006376846227794886
45,0.006376843899488449
46,0.006376849487423897
47,0.006376849487423897
48,0.006376844830811024
49,0.0063768476247787476
50,0.006376852281391621
51,0.0063768420368433
52,0.006376848556101322
53,0.006376852281391621
54,0.0063768476247787476
55,0.006376845762133598
56,0.006376845762133598
57,0.006376846227794886
58,0.006376842502504587
59,0.0063768420368433
60,0.006376849953085184
61,0.006376842502504587
62,0.006376843433827162
63,0.006376845762133598
64,0.0063768476247787476
65,0.006376842502504587
66,0.006376844830811024
67,0.006376848556101322
68,0.006376844365149736
69,0.006376849487423897
70,0.00637684715911746
71,0.006376848556101322
72,0.006376844830811024
73,0.006376845296472311
74,0.006376840639859438
75,0.0063768415711820126
76,0.0063768476247787476
77,0.006376848556101322
78,0.006376850884407759
79,0.006376839242875576
80,0.00637684715911746
81,0.006376850884407759
82,0.006376843433827162
83,0.006376849487423897
84,0.006376845762133598
85,0.006376848556101322
86,0.006376852281391621
87,0.0063768476247787476
88,0.0063768476247787476
89,0.006376846227794886
90,0.006376845296472311
91,0.006376852747052908
92,0.0063768476247787476
93,0.006376850884407759
94,0.006376848556101322
95,0.006376846227794886
96,0.006376848556101322
97,0.006376840639859438
98,0.006376843433827162
99,0.006376849953085184
100,0.006376849953085184
101,0.006376846227794886
102,0.006376852281391621
103,0.006376851350069046
104,0.006376848556101322
105,0.006376849953085184
106,0.006376844830811024
107,0.006376843899488449
108,0.006376846227794886
109,0.006376841105520725
110,0.006376845762133598
111,0.0063768420368433
112,0.0063768476247787476
113,0.006376840639859438
114,0.006376849487423897
115,0.006376844365149736
116,0.006376844365149736
117,0.00637684715911746
118,0.006376843433827162
119,0.006376846227794886
120,0.0063768420368433
121,0.006376849953085184
122,0.006376845296472311
123,0.006376845762133598
124,0.0063768476247787476
125,0.006376846227794886
126,0.006376849953085184
127,0.0063768476247787476
128,0.006376854609698057
129,0.006376841105520725
130,0.006376845762133598
131,0.006376846227794886
132,0.006376850884407759
133,0.006376844830811024
134,0.00637684715911746
135,0.006376839242875576
136,0.006376848556101322
137,0.006376843899488449
138,0.0063768429681658745
139,0.006376846227794886
140,0.0063768476247787476
141,0.006376849953085184
142,0.006376849487423897
143,0.006376852281391621
144,0.0063768420368433
145,0.006376849487423897
146,0.006376840174198151
147,0.006376849487423897
148,0.006376839242875576
149,0.006376849487423897
150,0.006376849487423897
151,0.006376845296472311
152,0.0063768476247787476
153,0.00637684715911746
154,0.006376852281391621
155,0.006376843433827162
156,0.006376848556101322
157,0.0063768420368433
158,0.006376844830811024
159,0.006376844830811024
160,0.006376845296472311
161,0.006376846227794886
162,0.006376848556101322
163,0.006376849953085184
164,0.006376845762133598
165,0.0063768476247787476
166,0.006376851350069046
167,0.006376845762133598
168,0.006376842502504587
169,0.006376849953085184
170,0.006376851350069046
171,0.006376839242875576
172,0.006376844365149736
173,0.00637684715911746
174,0.006376846227794886
175,0.006376848556101322
176,0.006376852747052908
177,0.00637684715911746
178,0.006376843899488449
179,0.006376844365149736
180,0.006376852281391621
181,0.006376844365149736
182,0.0063768429681658745
183,0.0063768476247787476
184,0.006376849953085184
185,0.006376846227794886
186,0.006376849487423897
187,0.006376841105520725
188,0.006376844365149736
189,0.006376844365149736
190,0.0063768429681658745
191,0.006376844365149736
192,0.006376852747052908
193,0.006376852281391621
194,0.006376844830811024
195,0.006376849487423897
196,0.006376846227794886
197,0.006376849953085184
198,0.0063768429681658745
