step,box_translation_penalty_0
0,0.0012409554328769445
1,0.0012409554328769445
2,0.0012409554328769445
3,0.0012409554328769445
4,0.0012409554328769445
5,0.0012409554328769445
6,0.0012409554328769445
7,0.0012409554328769445
8,0.0012409554328769445
9,0.0012409554328769445
10,0.0012409554328769445
11,0.0012409554328769445
12,0.0012409554328769445
13,0.0012409554328769445
14,0.0012409554328769445
15,0.0012409554328769445
16,0.0012409554328769445
17,0.0012409554328769445
18,0.0012409554328769445
19,0.0012409554328769445
20,0.0012409554328769445
21,0.0013114388566464186
22,0.0023457317147403955
23,0.004164022393524647
24,0.008056199178099632
25,0.01395316794514656
26,0.01646376959979534
27,0.01647157408297062
28,0.016460366547107697
29,0.016156310215592384
30,0.01570650190114975
31,0.015173765830695629
32,0.014635068364441395
33,0.014269454404711723
34,0.013713802210986614
35,0.012722881510853767
36,0.010349763557314873
37,0.00987729150801897
38,0.00987729150801897
39,0.009342186152935028
40,0.006016245111823082
41,0.002910860348492861
42,0.0015471926890313625
43,0.0010396309662610292
44,0.0036595335695892572
45,0.01593637280166149
46,0.04250195249915123
47,0.07590748369693756
48,0.09905281662940979
49,0.10936698317527771
50,0.11197984218597412
51,0.11197963356971741
52,0.11197972297668457
53,0.11197954416275024
54,0.11197963356971741
55,0.11197954416275024
56,0.11197963356971741
57,0.11197957396507263
58,0.11197963356971741
59,0.11197957396507263
60,0.11197963356971741
61,0.11197957396507263
62,0.11197972297668457
63,0.11197960376739502
64,0.11197972297668457
65,0.11197960376739502
66,0.11197963356971741
67,0.11197954416275024
68,0.11197963356971741
69,0.11197954416275024
70,0.11197963356971741
71,0.11197957396507263
72,0.11197963356971741
73,0.11197957396507263
74,0.11197972297668457
75,0.11197960376739502
76,0.11197972297668457
77,0.11197960376739502
78,0.11197963356971741
79,0.11197954416275024
80,0.11197972297668457
81,0.11197957396507263
82,0.11197963356971741
83,0.11197957396507263
84,0.11197963356971741
85,0.11197957396507263
86,0.11197972297668457
87,0.11197960376739502
88,0.11197972297668457
89,0.11197960376739502
90,0.11197963356971741
91,0.11197954416275024
92,0.11197972297668457
93,0.11197957396507263
94,0.11197963356971741
95,0.11197957396507263
96,0.11197963356971741
97,0.11197957396507263
98,0.11197972297668457
99,0.11197957396507263
100,0.11197972297668457
101,0.11197957396507263
102,0.11197972297668457
103,0.11197960376739502
104,0.11197963356971741
105,0.11197954416275024
106,0.11197972297668457
107,0.11197957396507263
108,0.11197963356971741
109,0.11197957396507263
110,0.11197963356971741
111,0.11197957396507263
112,0.11197972297668457
113,0.11197960376739502
114,0.11197972297668457
115,0.11197960376739502
116,0.11197963356971741
117,0.11197954416275024
118,0.11197972297668457
119,0.11197957396507263
120,0.11197963356971741
121,0.11197957396507263
122,0.11197963356971741
123,0.11197957396507263
124,0.11197963356971741
125,0.11197957396507263
126,0.11197972297668457
127,0.11197960376739502
128,0.11197972297668457
129,0.11197960376739502
130,0.11197963356971741
131,0.11197954416275024
132,0.11197972297668457
133,0.11197957396507263
134,0.11197963356971741
135,0.11197957396507263
136,0.11197963356971741
137,0.11197957396507263
138,0.11197972297668457
139,0.11197960376739502
140,0.11197972297668457
141,0.11197960376739502
142,0.11197963356971741
143,0.11197954416275024
144,0.11197972297668457
145,0.11197957396507263
146,0.11197963356971741
147,0.11197957396507263
148,0.11197963356971741
149,0.11197957396507263
150,0.11197972297668457
151,0.11197960376739502
152,0.11197972297668457
153,0.11197960376739502
154,0.11197963356971741
155,0.11197954416275024
156,0.11197972297668457
157,0.11197957396507263
158,0.11197963356971741
159,0.11197957396507263
160,0.11197963356971741
161,0.11197957396507263
162,0.11197972297668457
163,0.11197957396507263
164,0.11197972297668457
165,0.11197954416275024
166,0.11197972297668457
167,0.11197954416275024
168,0.11197963356971741
169,0.11197954416275024
170,0.11197963356971741
171,0.11197954416275024
172,0.11197957396507263
173,0.11197957396507263
174,0.11197963356971741
175,0.11197957396507263
176,0.11197972297668457
177,0.11197960376739502
178,0.11197972297668457
179,0.11197960376739502
180,0.11197963356971741
181,0.11197954416275024
182,0.11197972297668457
183,0.11197957396507263
184,0.11197963356971741
185,0.11197957396507263
186,0.11197963356971741
187,0.11197957396507263
188,0.11197972297668457
189,0.11197960376739502
190,0.11197972297668457
191,0.11197960376739502
192,0.11197963356971741
193,0.11197954416275024
194,0.11197972297668457
195,0.11197957396507263
196,0.11197963356971741
197,0.11197957396507263
198,0.11197963356971741
