step,obs/extra/box_pose_6d_from_bimanual_center_0,obs/extra/box_pose_6d_from_bimanual_center_1,obs/extra/box_pose_6d_from_bimanual_center_2,obs/extra/box_pose_6d_from_bimanual_center_3,obs/extra/box_pose_6d_from_bimanual_center_4,obs/extra/box_pose_6d_from_bimanual_center_5,obs/extra/box_pose_6d_from_bimanual_center_6,obs/extra/box_pose_6d_from_bimanual_center_7,obs/extra/box_pose_6d_from_bimanual_center_8
0,0.35033440589904785,-0.014677437022328377,-0.03099999576807022,0.38948166370391846,0.9210342168807983,-5.566069489759684e-07,-0.9210342168807983,0.38948166370391846,2.007554485317087e-06
1,0.35033392906188965,-0.014677425846457481,-0.03099999949336052,0.3894807696342468,0.921034574508667,-5.286948976390704e-07,-0.921034574508667,0.3894807696342468,2.1882365217607003e-06
2,0.35033392906188965,-0.014677411876618862,-0.03099999949336052,0.3894810080528259,0.9210345149040222,-5.691583737643668e-07,-0.9210345149040222,0.3894810080528259,2.0232196220604237e-06
3,0.35033392906188965,-0.01467742957174778,-0.031000003218650818,0.38948148488998413,0.9210343360900879,-9.488852015238081e-07,-0.9210343360900879,0.38948148488998413,2.3398981738864677e-06
4,0.35033440589904785,-0.014677425846457481,-0.03099999576807022,0.38948166370391846,0.9210342168807983,-5.862383432031493e-07,-0.9210342168807983,0.38948166370391846,1.899154085549526e-06
5,0.35033440589904785,-0.014677434228360653,-0.03099999576807022,0.3894818425178528,0.9210342168807983,-5.327485155248723e-07,-0.9210342168807983,0.3894818425178528,2.0920001588820014e-06
6,0.35033392906188965,-0.014677406288683414,-0.03099999949336052,0.3894811272621155,0.9210344552993774,-6.003314751978905e-07,-0.9210344552993774,0.3894811272621155,1.9111948859062977e-06
7,0.35033392906188965,-0.01467744167894125,-0.031000003218650818,0.38948118686676025,0.9210345149040222,-9.73945589066716e-07,-0.9210345149040222,0.38948118686676025,2.223797309852671e-06
8,0.35033392906188965,-0.014677424915134907,-0.031000003218650818,0.3894815444946289,0.9210343360900879,-9.075130833480216e-07,-0.9210343360900879,0.3894815444946289,2.4223684249591315e-06
9,0.35033392906188965,-0.014677430503070354,-0.03099999949336052,0.3894810080528259,0.9210344552993774,-4.860991680288862e-07,-0.9210344552993774,0.3894810080528259,2.3050417894410202e-06
10,0.35033392906188965,-0.014677418395876884,-0.03099999949336052,0.3894811272621155,0.9210344552993774,-5.210926588006259e-07,-0.9210344552993774,0.3894811272621155,2.139392108801985e-06
11,0.35033392906188965,-0.014677421189844608,-0.03099999949336052,0.3894808292388916,0.921034574508667,-6.373834366968367e-07,-0.921034574508667,0.3894808292388916,1.8187157593274605e-06
12,0.35033392906188965,-0.014677437953650951,-0.031000003218650818,0.38948118686676025,0.9210345149040222,-8.888712841326196e-07,-0.9210345149040222,0.38948118686676025,2.501438984836568e-06
13,0.35033392906188965,-0.014677443541586399,-0.031000003218650818,0.38948148488998413,0.9210343360900879,-9.394365747539268e-07,-0.9210343360900879,0.38948148488998413,2.3221687115437817e-06
14,0.35033392906188965,-0.01467740349471569,-0.03099999949336052,0.3894810080528259,0.9210345149040222,-6.290924261520559e-07,-0.9210345149040222,0.3894810080528259,1.8888698605223908e-06
15,0.35033392906188965,-0.014677426777780056,-0.03099999949336052,0.3894808888435364,0.921034574508667,-5.073102897767967e-07,-0.921034574508667,0.3894808888435364,2.2568240183318267e-06
16,0.35033392906188965,-0.014677419327199459,-0.03099999949336052,0.3894810080528259,0.9210344552993774,-5.494119363902428e-07,-0.9210344552993774,0.3894810080528259,2.0968623175576795e-06
17,0.35033392906188965,-0.014677434228360653,-0.031000003218650818,0.3894815444946289,0.9210343360900879,-9.10037954326981e-07,-0.9210343360900879,0.3894815444946289,2.4142098027368775e-06
18,0.35033392906188965,-0.014677423983812332,-0.03099999949336052,0.3894810080528259,0.9210344552993774,-4.877031756223005e-07,-0.9210344552993774,0.3894810080528259,2.3087391127774026e-06
19,0.35033392906188965,-0.014677411876618862,-0.03099999949336052,0.3894811272621155,0.9210344552993774,-5.226857524576189e-07,-0.9210344552993774,0.3894811272621155,2.142667881344096e-06
20,0.35033392906188965,-0.014677430503070354,-0.03099999949336052,0.3894808292388916,0.921034574508667,-6.280114348555799e-07,-0.921034574508667,0.3894808292388916,1.8052005543722771e-06
21,0.35033392906188965,-0.014677446335554123,-0.031000003218650818,0.38948118686676025,0.9210345149040222,-1.0022605465564993e-06,-0.9210345149040222,0.38948118686676025,2.1395374005805934e-06
22,0.35033392906188965,-0.01467744167894125,-0.031000003218650818,0.38948148488998413,0.9210343360900879,-9.312923907600634e-07,-0.9210343360900879,0.38948148488998413,2.3309130483539775e-06
23,0.35033392906188965,-0.014677399769425392,-0.03099999949336052,0.3894808888435364,0.921034574508667,-6.23398705101863e-07,-0.921034574508667,0.3894808888435364,1.9012181837751996e-06
24,0.35033392906188965,-0.014677428640425205,-0.03099999949336052,0.38948094844818115,0.9210345149040222,-5.499066446645884e-07,-0.9210345149040222,0.38948094844818115,2.070359414574341e-06
25,0.35033392906188965,-0.014677436091005802,-0.031000003218650818,0.38948148488998413,0.9210343360900879,-9.258891395802493e-07,-0.9210343360900879,0.38948148488998413,2.4075654891930753e-06
26,0.35033392906188965,-0.014677418395876884,-0.03099999949336052,0.3894810080528259,0.9210344552993774,-6.035153887751221e-07,-0.9210344552993774,0.3894810080528259,1.9436931779637234e-06
27,0.35033392906188965,-0.014677421189844608,-0.03099999949336052,0.38948094844818115,0.9210345149040222,-6.50185654649249e-07,-0.9210345149040222,0.38948094844818115,1.7753894780980772e-06
28,0.35033440589904785,-0.01467742957174778,-0.03099999576807022,0.389481782913208,0.9210342168807983,-4.94780636017822e-07,-0.9210342168807983,0.389481782913208,2.191231715187314e-06
29,0.35033392906188965,-0.014677422121167183,-0.03099999949336052,0.3894808292388916,0.921034574508667,-5.774679721071152e-07,-0.921034574508667,0.3894808292388916,1.9970964331150753e-06
30,0.35033392906188965,-0.014677422121167183,-0.03099999949336052,0.38948094844818115,0.9210345149040222,-6.391832130248076e-07,-0.9210345149040222,0.38948094844818115,1.837072318267019e-06
31,0.35033392906188965,-0.014677438884973526,-0.031000003218650818,0.38948118686676025,0.9210345149040222,-8.768968768890772e-07,-0.9210345149040222,0.38948118686676025,2.51780943472113e-06
32,0.35033392906188965,-0.014677431434392929,-0.031000003218650818,0.3894815444946289,0.9210343360900879,-9.367778375235503e-07,-0.9210343360900879,0.3894815444946289,2.345151870031259e-06
33,0.35033392906188965,-0.014677408151328564,-0.03099999949336052,0.3894810080528259,0.9210344552993774,-6.143499717836676e-07,-0.9210344552993774,0.3894810080528259,1.8922676190413767e-06
34,0.35033392906188965,-0.014677445404231548,-0.031000003218650818,0.38948118686676025,0.9210345149040222,-9.880126299322e-07,-0.9210345149040222,0.38948118686676025,2.2050785446481314e-06
35,0.35033392906188965,-0.014677424915134907,-0.03099999949336052,0.3894808888435364,0.921034574508667,-5.600049917120486e-07,-0.921034574508667,0.3894808888435364,2.116662926709978e-06
36,0.35033392906188965,-0.014677430503070354,-0.03099999949336052,0.3894813656806946,0.9210343956947327,-4.512473310569476e-07,-0.9210343956947327,0.3894813656806946,2.2814192561781965e-06
37,0.35033440589904785,-0.014677435159683228,-0.03099999576807022,0.38948190212249756,0.9210341572761536,-5.701906502508791e-07,-0.9210341572761536,0.38948190212249756,1.9932306258851895e-06
38,0.35033392906188965,-0.014677423983812332,-0.03099999949336052,0.3894810676574707,0.9210345149040222,-5.460983629745897e-07,-0.9210345149040222,0.3894810676574707,2.1749763163825264e-06
39,0.35033392906188965,-0.014677412807941437,-0.03099999949336052,0.3894808888435364,0.921034574508667,-6.207876594999107e-07,-0.921034574508667,0.3894808888435364,1.8487249917598092e-06
40,0.35033392906188965,-0.014677410945296288,-0.03099999949336052,0.38948094844818115,0.9210345149040222,-5.618616683022992e-07,-0.9210345149040222,0.38948094844818115,2.0376089651108487e-06
41,0.35033392906188965,-0.01467742957174778,-0.03099999949336052,0.3894810080528259,0.9210345149040222,-5.369449809222715e-07,-0.9210345149040222,0.3894810080528259,2.2266169708018424e-06
42,0.35033392906188965,-0.014677411876618862,-0.03099999949336052,0.38948094844818115,0.9210345149040222,-6.127424967417028e-07,-0.9210345149040222,0.38948094844818115,1.9008580238732975e-06
43,0.35033392906188965,-0.0146774398162961,-0.031000003218650818,0.38948118686676025,0.9210345149040222,-9.775890248420183e-07,-0.9210345149040222,0.38948118686676025,2.218854206148535e-06
44,0.35033392906188965,-0.014677426777780056,-0.031000003218650818,0.3894815444946289,0.9210343360900879,-9.095517725654645e-07,-0.9210343360900879,0.3894815444946289,2.4128232780640246e-06
45,0.35033392906188965,-0.014677411876618862,-0.03099999949336052,0.3894808888435364,0.921034574508667,-5.854491860191047e-07,-0.921034574508667,0.3894808888435364,1.9516451175149996e-06
46,0.35033392906188965,-0.014677426777780056,-0.03099999949336052,0.38948094844818115,0.9210345149040222,-6.423674676625524e-07,-0.9210345149040222,0.38948094844818115,1.7786283024179284e-06
47,0.35033392906188965,-0.014677424915134907,-0.03099999949336052,0.38948094844818115,0.9210345149040222,-5.485592282639118e-07,-0.9210345149040222,0.38948094844818115,2.180957608288736e-06
48,0.35033392906188965,-0.014677416533231735,-0.03099999949336052,0.3894811272621155,0.9210344552993774,-5.576787884820078e-07,-0.9210344552993774,0.3894811272621155,2.00736121769296e-06
49,0.35033392906188965,-0.014677430503070354,-0.03099999949336052,0.38948094844818115,0.9210345149040222,-6.429187919820833e-07,-0.9210345149040222,0.38948094844818115,1.8420159904053435e-06
50,0.35033392906188965,-0.014677412807941437,-0.03099999949336052,0.3894811272621155,0.9210344552993774,-5.59600550786854e-07,-0.9210344552993774,0.3894811272621155,2.0425786715350114e-06
51,0.35033392906188965,-0.014677428640425205,-0.03099999949336052,0.3894813656806946,0.9210343956947327,-4.856227064919949e-07,-0.9210343956947327,0.3894813656806946,2.214464529970428e-06
52,0.35033392906188965,-0.014677397906780243,-0.03099999949336052,0.3894808888435364,0.921034574508667,-6.172178927954519e-07,-0.921034574508667,0.3894808888435364,1.9217966382711893e-06
53,0.35033392906188965,-0.014677423983812332,-0.03099999949336052,0.3894810676574707,0.9210345149040222,-5.493905064213322e-07,-0.9210345149040222,0.3894810676574707,2.0914708329655696e-06
54,0.35033392906188965,-0.014677423052489758,-0.03099999949336052,0.38948094844818115,0.9210345149040222,-6.44572480723582e-07,-0.9210345149040222,0.38948094844818115,1.7647685126576107e-06
55,0.35033392906188965,-0.014677424915134907,-0.03099999949336052,0.38948094844818115,0.9210345149040222,-5.438523658085614e-07,-0.9210345149040222,0.38948094844818115,2.163210638173041e-06
56,0.35033392906188965,-0.014677433297038078,-0.031000003218650818,0.38948142528533936,0.9210343956947327,-8.899884278434911e-07,-0.9210343956947327,0.38948142528533936,2.489121015969431e-06
57,0.35033440589904785,-0.014677437953650951,-0.03099999576807022,0.38948190212249756,0.9210341572761536,-5.327271992427995e-07,-0.9210341572761536,0.38948190212249756,2.033671989920549e-06
58,0.35033392906188965,-0.014677410945296288,-0.03099999949336052,0.3894808888435364,0.921034574508667,-5.251516768112197e-07,-0.921034574508667,0.3894808888435364,2.233435907328385e-06
59,0.35033392906188965,-0.01467741746455431,-0.03099999949336052,0.3894808292388916,0.921034574508667,-5.670297014148673e-07,-0.921034574508667,0.3894808292388916,2.0580175714712823e-06
