step,tcp_lead_right_component_0
0,-0.25
1,-0.25
2,-0.25
3,-0.25
4,-0.25
5,-0.25
6,-0.25
7,-0.25
8,-0.25
9,-0.25
10,-0.25
11,-0.25
12,-0.25
13,-0.25
14,-0.25
15,-0.25
16,-0.25
17,-0.25
18,-0.25
19,-0.25
20,-0.25
21,-0.25
22,-0.25
23,-0.25
24,-0.25
25,-0.25
26,-0.2339535802602768
27,-0.1611972451210022
28,-0.25
29,-0.13459385931491852
30,-0.06710824370384216
31,0.0455019548535347
32,0.04631872475147247
33,0.10703717172145844
34,0.1106354221701622
35,0.23882831633090973
36,0.2499997466802597
37,0.2499997466802597
38,0.2499997466802597
39,0.2499997466802597
40,0.2499997466802597
41,0.2499997466802597
42,0.2499997466802597
43,0.2499997466802597
44,0.2499997466802597
45,0.2499997466802597
46,0.2499997466802597
47,0.2499997466802597
48,0.2499997466802597
49,0.2499997466802597
50,0.2499997466802597
51,0.2499997466802597
52,0.2499997466802597
53,0.2499997466802597
54,0.2499997466802597
55,0.2499997466802597
56,0.2499997466802597
57,0.2499997466802597
58,0.2499997466802597
59,0.2499997466802597
60,0.2499997466802597
61,0.2499997466802597
62,0.2499997466802597
63,0.2499997466802597
64,0.2499997466802597
65,0.2499997466802597
66,0.2499997466802597
67,0.2499997466802597
68,0.2499997466802597
69,0.2499997466802597
70,0.2499997466802597
71,0.2499997466802597
72,0.2499997466802597
73,0.2499997466802597
74,0.2499997466802597
75,0.2499997466802597
76,0.2499997466802597
77,0.2499997466802597
78,0.2499997466802597
79,0.2499997466802597
80,0.2499997466802597
81,0.2499997466802597
82,0.2499997466802597
83,0.2499997466802597
84,0.2499997466802597
85,0.2499997466802597
86,0.2499997466802597
87,0.2499997466802597
88,0.2499997466802597
89,0.2499997466802597
90,0.2499997466802597
91,0.2499997466802597
92,0.2499997466802597
93,0.2499997466802597
94,0.2499997466802597
95,0.2499997466802597
96,0.2499997466802597
97,0.2499997466802597
98,0.2499997466802597
99,0.2499997466802597
100,0.2499997466802597
101,0.2499997466802597
102,0.2499997466802597
103,0.2499997466802597
104,0.2499997466802597
105,0.2499997466802597
106,0.2499997466802597
107,0.2499997466802597
108,0.2499997466802597
109,0.2499997466802597
110,0.2499997466802597
111,0.2499997466802597
112,0.2499997466802597
113,0.2499997466802597
114,0.2499997466802597
115,0.2499997466802597
116,0.2499997466802597
117,0.2499997466802597
118,0.2499997466802597
119,0.2499997466802597
120,0.2499997466802597
121,0.2499997466802597
122,0.2499997466802597
123,0.2499997466802597
124,0.2499997466802597
125,0.2499997466802597
126,0.2499997466802597
127,0.2499997466802597
128,0.2499997466802597
129,0.2499997466802597
130,0.2499997466802597
131,0.2499997466802597
132,0.2499997466802597
133,0.2499997466802597
134,0.2499997466802597
135,0.2499997466802597
136,0.2499997466802597
137,0.2499997466802597
138,0.2499997466802597
139,0.2499997466802597
140,0.2499997466802597
141,0.2499997466802597
142,0.2499997466802597
143,0.2499997466802597
144,0.2499997466802597
145,0.2499997466802597
146,0.2499997466802597
147,0.2499997466802597
148,0.2499997466802597
149,0.2499997466802597
150,0.2499997466802597
151,0.2499997466802597
152,0.2499997466802597
153,0.2499997466802597
154,0.2499997466802597
155,0.2499997466802597
156,0.2499997466802597
157,0.2499997466802597
158,0.2499997466802597
159,0.2499997466802597
160,0.2499997466802597
161,0.2499997466802597
162,0.2499997466802597
163,0.2499997466802597
164,0.2499997466802597
165,0.2499997466802597
166,0.2499997466802597
167,0.2499997466802597
168,0.2499997466802597
169,0.2499997466802597
170,0.2499997466802597
171,0.2499997466802597
172,0.2499997466802597
173,0.2499997466802597
174,0.2499997466802597
175,0.2499997466802597
176,0.2499997466802597
177,0.2499997466802597
178,0.2499997466802597
179,0.2499997466802597
180,0.2499997466802597
181,0.2499997466802597
182,0.2499997466802597
183,0.2499997466802597
184,0.2499997466802597
185,0.2499997466802597
186,0.2499997466802597
187,0.2499997466802597
188,0.2499997466802597
189,0.2499997466802597
190,0.2499997466802597
191,0.2499997466802597
192,0.2499997466802597
193,0.2499997466802597
194,0.2499997466802597
195,0.2499997466802597
196,0.2499997466802597
197,0.2499997466802597
198,0.2499997466802597
