step,reward_tcp_lead_0
0,-0.25
1,-0.25
2,-0.25
3,-0.25
4,-0.25
5,-0.25
6,-0.25
7,-0.25
8,-0.25
9,-0.25
10,-0.25
11,-0.25
12,-0.25
13,-0.25
14,-0.25
15,-0.25
16,-0.25
17,-0.25
18,-0.25
19,-0.25
20,-0.25
21,-0.25
22,-0.25
23,-0.25
24,-0.25
25,-0.25
26,-0.25
27,-0.25
28,-0.25
29,-0.25
30,-0.25
31,-0.25
32,-0.25
33,-0.25
34,-0.25
35,-0.25
36,-0.25
37,-0.25
38,-0.25
39,-0.25
40,-0.25
41,-0.25
42,-0.25
43,-0.25
44,-0.25
45,-0.25
46,-0.25
47,-0.25
48,-0.25
49,-0.25
50,-0.25
51,-0.25
52,-0.25
53,-0.25
54,-0.25
55,-0.25
56,-0.25
57,-0.25
58,-0.25
59,-0.25
60,-0.25
61,-0.25
62,-0.25
63,-0.25
64,-0.25
65,-0.25
66,-0.25
67,-0.25
68,-0.25
69,-0.25
70,-0.25
71,-0.25
72,-0.25
73,-0.25
74,-0.25
75,-0.25
76,-0.25
77,-0.25
78,-0.25
79,-0.25
80,-0.25
81,-0.25
82,-0.25
83,-0.25
84,-0.25
85,-0.25
86,-0.25
87,-0.25
88,-0.25
89,-0.25
90,-0.25
91,-0.25
92,-0.25
93,-0.25
94,-0.25
95,-0.25
96,-0.25
97,-0.25
98,-0.25
99,-0.25
100,-0.25
101,-0.25
102,-0.25
103,-0.25
104,-0.25
105,-0.25
106,-0.25
107,-0.25
108,-0.25
109,-0.25
110,-0.25
111,-0.25
112,-0.25
113,-0.25
114,-0.25
115,-0.25
116,-0.25
117,-0.21627762913703918
118,-0.14934717118740082
119,-0.07196477055549622
120,-1.2665987014770508e-07
121,-1.2665987014770508e-07
122,-1.2665987014770508e-07
123,-1.2665987014770508e-07
124,-1.2665987014770508e-07
125,-1.2665987014770508e-07
126,-1.2665987014770508e-07
127,-1.2665987014770508e-07
128,-1.2665987014770508e-07
129,-1.2665987014770508e-07
130,-1.2665987014770508e-07
131,-1.2665987014770508e-07
132,-1.2665987014770508e-07
133,-1.2665987014770508e-07
134,-1.2665987014770508e-07
135,-1.2665987014770508e-07
136,-1.2665987014770508e-07
137,-1.2665987014770508e-07
138,-1.2665987014770508e-07
139,-1.2665987014770508e-07
140,-1.2665987014770508e-07
141,-1.2665987014770508e-07
142,-1.2665987014770508e-07
143,-1.2665987014770508e-07
144,-1.2665987014770508e-07
145,-1.2665987014770508e-07
146,-1.2665987014770508e-07
147,-1.2665987014770508e-07
148,-1.2665987014770508e-07
149,-1.2665987014770508e-07
150,-1.2665987014770508e-07
151,-1.2665987014770508e-07
152,-1.2665987014770508e-07
153,-1.2665987014770508e-07
154,-1.2665987014770508e-07
155,-1.2665987014770508e-07
156,-0.13686391711235046
157,-0.25
158,-0.25
159,-0.25
160,-0.25
161,-0.25
162,-0.25
163,-0.25
164,-0.25
165,-0.25
166,-0.25
167,-0.25
168,-0.25
169,-0.25
170,-0.25
171,-0.25
172,-0.25
173,-0.25
174,-0.25
175,-0.25
176,-0.25
177,-0.25
178,-0.25
179,-0.25
180,-0.25
181,-0.25
182,-0.25
183,-0.25
184,-0.25
185,-0.25
186,-0.25
187,-0.25
188,-0.25
189,-0.1453089565038681
190,-1.2665987014770508e-07
191,-1.2665987014770508e-07
192,-1.2665987014770508e-07
193,-1.2665987014770508e-07
194,-1.2665987014770508e-07
195,-1.2665987014770508e-07
196,-1.2665987014770508e-07
197,-1.2665987014770508e-07
198,-1.2665987014770508e-07
