step,penalty_translation_0
0,-0.0033749286085367203
1,-0.00337492604739964
2,-0.003374928142875433
3,-0.003374925348907709
4,-0.00337492604739964
5,-0.003374928142875433
6,-0.00337492604739964
7,-0.00337492604739964
8,-0.003374928142875433
9,-0.003374928142875433
10,-0.00337492604739964
11,-0.003374930936843157
12,-0.003374928142875433
13,-0.003374928142875433
14,-0.00337492604739964
15,-0.00337492604739964
16,-0.0033749318681657314
17,-0.0033749318681657314
18,-0.003374930936843157
19,-0.003374928142875433
20,-0.003374928142875433
21,-0.0033749286085367203
22,-0.003374928142875433
23,-0.00337492604739964
24,-0.0033749286085367203
25,-0.0033749286085367203
26,-0.003374930238351226
27,-0.00337492604739964
28,-0.003374928142875433
29,-0.003374928142875433
30,-0.003374930936843157
31,-0.003374928142875433
32,-0.0033749286085367203
33,-0.0033749286085367203
34,-0.0033749286085367203
35,-0.00337492604739964
36,-0.003374925348907709
37,-0.003374930936843157
38,-0.0033749286085367203
39,-0.0033749286085367203
40,-0.00337492604739964
41,-0.003374928142875433
42,-0.003374928142875433
43,-0.003374930936843157
44,-0.003374928142875433
45,-0.003374928142875433
46,-0.003374930238351226
47,-0.003374928142875433
48,-0.003374928142875433
49,-0.00337492604739964
50,-0.0033749318681657314
51,-0.00337492604739964
52,-0.0033749286085367203
53,-0.00337492604739964
54,-0.00337492604739964
55,-0.00337492604739964
56,-0.003374930936843157
57,-0.003374928142875433
58,-0.003374928142875433
59,-0.003374928142875433
60,-0.00337492604739964
61,-0.00337492604739964
62,-0.003374928142875433
63,-0.003374930238351226
64,-0.003374930238351226
65,-0.003374930238351226
66,-0.003374930936843157
67,-0.00337492604739964
68,-0.003374933497980237
69,-0.0033749318681657314
70,-0.0033749286085367203
71,-0.003374928142875433
72,-0.00337492604739964
73,-0.003374928142875433
74,-0.003374928142875433
75,-0.0033749244175851345
76,-0.0033749318681657314
77,-0.0033749286085367203
78,-0.003374928142875433
79,-0.003374930238351226
80,-0.00337492604739964
81,-0.0033749318681657314
82,-0.003374930936843157
83,-0.003374928142875433
84,-0.00337492604739964
85,-0.00337492604739964
86,-0.00337492604739964
87,-0.00337492604739964
88,-0.003374928142875433
89,-0.0033749318681657314
90,-0.0033749286085367203
91,-0.0033749286085367203
92,-0.003374928142875433
93,-0.00337492604739964
94,-0.003374925348907709
95,-0.0033749286085367203
96,-0.00337492604739964
97,-0.0033749286085367203
98,-0.0033749286085367203
99,-0.003374925348907709
100,-0.00337492604739964
101,-0.00337492604739964
102,-0.003374930936843157
103,-0.00337492604739964
104,-0.003374930238351226
105,-0.00337492604739964
106,-0.00337492604739964
107,-0.0033749286085367203
108,-0.003374930936843157
109,-0.003374928142875433
110,-0.003374928142875433
111,-0.00337492604739964
112,-0.003374928142875433
113,-0.003374928142875433
114,-0.0033749244175851345
115,-0.0033749318681657314
116,-0.00337492604739964
117,-0.003374928142875433
118,-0.003374928142875433
119,-0.003374928142875433
120,-0.003374933497980237
121,-0.003374930936843157
122,-0.003374928142875433
123,-0.00337492604739964
124,-0.00337492604739964
125,-0.00337492604739964
126,-0.00337492604739964
127,-0.003374928142875433
128,-0.003374930936843157
129,-0.003374928142875433
130,-0.003374930238351226
131,-0.0033749286085367203
132,-0.003374928142875433
133,-0.0033749286085367203
134,-0.003374930936843157
135,-0.003374928142875433
136,-0.00337492604739964
137,-0.00337492604739964
138,-0.003374928142875433
139,-0.003374925348907709
140,-0.0033749244175851345
141,-0.003374928142875433
142,-0.003374930936843157
143,-0.00337492348626256
144,-0.00337492604739964
145,-0.0033749286085367203
146,-0.00337492604739964
147,-0.00337492604739964
148,-0.003374928142875433
149,-0.0033749286085367203
150,-0.0033749286085367203
151,-0.0033749286085367203
152,-0.003374928142875433
153,-0.00337492604739964
154,-0.0033749318681657314
155,-0.003374930238351226
156,-0.00337492604739964
157,-0.00337492604739964
158,-0.00337492604739964
159,-0.00337492604739964
160,-0.003374930936843157
161,-0.00337492604739964
162,-0.003374930936843157
163,-0.0033749244175851345
164,-0.00337492604739964
165,-0.0033749286085367203
166,-0.00337492604739964
167,-0.0033749286085367203
168,-0.0033749286085367203
169,-0.0033749286085367203
170,-0.003374928142875433
171,-0.00337492604739964
172,-0.0033749286085367203
173,-0.0033749318681657314
174,-0.003374928142875433
175,-0.003374928142875433
176,-0.003374930936843157
177,-0.003374928142875433
178,-0.003374925348907709
179,-0.003374925348907709
180,-0.003374930936843157
181,-0.003374930238351226
182,-0.0033749286085367203
183,-0.003374928142875433
184,-0.00337492604739964
185,-0.003374925348907709
186,-0.0033749318681657314
187,-0.0033749286085367203
188,-0.003374928142875433
189,-0.00337492604739964
190,-0.003374928142875433
191,-0.003374930936843157
192,-0.003374928142875433
193,-0.003374930936843157
194,-0.003374930238351226
195,-0.0033749286085367203
196,-0.003374928142875433
197,-0.00337492604739964
198,-0.003374933497980237
