step,tcp_lead_reward_0
0,-0.25
1,-0.25
2,-0.25
3,-0.25
4,-0.06176838278770447
5,-1.2665987014770508e-07
6,-1.2665987014770508e-07
7,0.17196325957775116
8,0.2499997466802597
9,0.2499997466802597
10,0.2499997466802597
11,0.2499997466802597
12,0.2499997466802597
13,0.2499997466802597
14,0.2499997466802597
15,0.2499997466802597
16,0.2499997466802597
17,0.2499997466802597
18,0.2499997466802597
19,0.2499997466802597
20,0.2499997466802597
21,0.2499997466802597
22,0.2499997466802597
23,0.2499997466802597
24,0.2499997466802597
25,0.2499997466802597
26,0.2499997466802597
27,0.2499997466802597
28,0.2499997466802597
29,0.2499997466802597
30,0.2499997466802597
31,0.2499997466802597
32,0.2499997466802597
33,0.2499997466802597
34,0.2499997466802597
35,0.2499997466802597
36,0.2499997466802597
37,0.2499997466802597
38,0.2499997466802597
39,0.2499997466802597
40,0.2499997466802597
41,0.2499997466802597
42,0.2499997466802597
43,0.2499997466802597
44,0.2499997466802597
45,0.2499997466802597
46,0.2499997466802597
47,0.2499997466802597
48,0.2499997466802597
49,0.2499997466802597
50,0.2499997466802597
51,0.2499997466802597
52,0.2499997466802597
53,0.2499997466802597
54,0.2499997466802597
55,0.2499997466802597
56,0.2499997466802597
57,0.2499997466802597
58,0.2499997466802597
59,0.2499997466802597
60,0.2499997466802597
61,0.2499997466802597
62,0.2499997466802597
63,0.2499997466802597
64,0.2499997466802597
65,0.2499997466802597
66,0.2499997466802597
67,0.2499997466802597
68,0.2499997466802597
69,0.2499997466802597
70,0.2499997466802597
71,0.2499997466802597
72,0.2499997466802597
73,0.2499997466802597
74,0.2499997466802597
75,0.2499997466802597
76,0.2499997466802597
77,0.2499997466802597
78,0.2499997466802597
79,0.2499997466802597
80,0.2499997466802597
81,0.2499997466802597
82,0.2499997466802597
83,0.2499997466802597
84,0.2499997466802597
85,0.2499997466802597
86,0.2499997466802597
87,0.2499997466802597
88,0.2499997466802597
89,0.2499997466802597
90,0.2499997466802597
91,0.2499997466802597
92,0.2499997466802597
93,0.2499997466802597
94,0.2499997466802597
95,0.2499997466802597
96,0.2499997466802597
97,0.2499997466802597
98,0.2499997466802597
99,0.2499997466802597
100,0.2499997466802597
101,0.2499997466802597
102,0.2499997466802597
103,0.2499997466802597
104,0.2499997466802597
105,0.2499997466802597
106,0.2499997466802597
107,0.2499997466802597
108,0.2499997466802597
109,0.2499997466802597
110,0.2499997466802597
111,0.2499997466802597
112,0.2499997466802597
113,0.2499997466802597
114,0.2499997466802597
115,0.2499997466802597
116,0.2499997466802597
117,0.2499997466802597
118,0.2499997466802597
119,0.2499997466802597
120,0.2499997466802597
121,0.2499997466802597
122,0.2499997466802597
123,0.2499997466802597
124,0.2499997466802597
125,0.2499997466802597
126,0.2499997466802597
127,0.2499997466802597
128,0.2499997466802597
129,0.2499997466802597
130,0.2499997466802597
131,0.2499997466802597
132,0.2499997466802597
133,0.2499997466802597
134,0.2499997466802597
135,0.2499997466802597
136,0.2499997466802597
137,0.2499997466802597
138,0.2499997466802597
139,0.2499997466802597
140,0.06534164398908615
141,-1.2665987014770508e-07
142,-1.2665987014770508e-07
143,-1.2665987014770508e-07
144,-1.2665987014770508e-07
145,-1.2665987014770508e-07
146,-1.2665987014770508e-07
147,-1.2665987014770508e-07
148,-1.2665987014770508e-07
149,-1.2665987014770508e-07
150,-1.2665987014770508e-07
151,-1.2665987014770508e-07
152,-1.2665987014770508e-07
153,-1.2665987014770508e-07
154,-1.2665987014770508e-07
155,-1.2665987014770508e-07
156,-1.2665987014770508e-07
157,-1.2665987014770508e-07
158,-1.2665987014770508e-07
159,-1.2665987014770508e-07
160,-1.2665987014770508e-07
161,-1.2665987014770508e-07
162,-1.2665987014770508e-07
163,-1.2665987014770508e-07
164,-1.2665987014770508e-07
165,-1.2665987014770508e-07
166,-1.2665987014770508e-07
167,-1.2665987014770508e-07
168,-1.2665987014770508e-07
169,-1.2665987014770508e-07
170,-1.2665987014770508e-07
171,-1.2665987014770508e-07
172,-1.2665987014770508e-07
173,-1.2665987014770508e-07
174,-1.2665987014770508e-07
175,-1.2665987014770508e-07
176,-1.2665987014770508e-07
177,-1.2665987014770508e-07
178,-1.2665987014770508e-07
179,-1.2665987014770508e-07
180,-1.2665987014770508e-07
181,-1.2665987014770508e-07
182,-1.2665987014770508e-07
183,-1.2665987014770508e-07
184,-1.2665987014770508e-07
185,-1.2665987014770508e-07
186,-1.2665987014770508e-07
187,-1.2665987014770508e-07
188,-1.2665987014770508e-07
189,-1.2665987014770508e-07
190,-1.2665987014770508e-07
191,-1.2665987014770508e-07
192,-1.2665987014770508e-07
193,-1.2665987014770508e-07
194,-1.2665987014770508e-07
195,-1.2665987014770508e-07
196,-1.2665987014770508e-07
197,-1.2665987014770508e-07
198,-1.2665987014770508e-07
