step,box_translation_penalty_0
0,0.0007513839518651366
1,0.0007513402379117906
2,0.0007513839518651366
3,0.0007513839518651366
4,0.0007513402379117906
5,0.0007513839518651366
6,0.0007513839518651366
7,0.0007513839518651366
8,0.0007513402379117906
9,0.0007513839518651366
10,0.0007513839518651366
11,0.0007513839518651366
12,0.0007513839518651366
13,0.0007513839518651366
14,0.0007513839518651366
15,0.0007513402379117906
16,0.0007513839518651366
17,0.0007513402379117906
18,0.0007513839518651366
19,0.0007513402379117906
20,0.0007513839518651366
21,0.0007513839518651366
22,0.0007513402379117906
23,0.0007513839518651366
24,0.0007513839518651366
25,0.0007513402379117906
26,0.0007513839518651366
27,0.0007513839518651366
28,0.0007513839518651366
29,0.0007513839518651366
30,0.0007513839518651366
31,0.0007513839518651366
32,0.0007513839518651366
33,0.0007513839518651366
34,0.0007513839518651366
35,0.0007513402379117906
36,0.0007513839518651366
37,0.0007513839518651366
38,0.0007513839518651366
39,0.0007513839518651366
40,0.0007513402379117906
41,0.0007513402379117906
42,0.0007513839518651366
43,0.0007513839518651366
44,0.0007513839518651366
45,0.0007513839518651366
46,0.0007513839518651366
47,0.0007513839518651366
48,0.0007513402379117906
49,0.0007513839518651366
50,0.0007513839518651366
51,0.0007513839518651366
52,0.0007513402379117906
53,0.0007513402379117906
54,0.0007513839518651366
55,0.0007513839518651366
56,0.0007513402379117906
57,0.0007513839518651366
58,0.0007513839518651366
59,0.0007513839518651366
60,0.0007513839518651366
61,0.0007513839518651366
62,0.0007513839518651366
63,0.0007513839518651366
64,0.0007513839518651366
65,0.0007513839518651366
66,0.0007513839518651366
67,0.0007513839518651366
68,0.0007513839518651366
69,0.0007513839518651366
70,0.0007513839518651366
71,0.0007513839518651366
72,0.0007513839518651366
73,0.0007513839518651366
74,0.0007513839518651366
75,0.0007513839518651366
76,0.0007513839518651366
77,0.0007513402379117906
78,0.0007513839518651366
79,0.0007513839518651366
80,0.0007513402379117906
81,0.0007513839518651366
82,0.0007513402379117906
83,0.0007513839518651366
84,0.0007513839518651366
85,0.0007513402379117906
86,0.0007513839518651366
87,0.0007513839518651366
88,0.0007513839518651366
89,0.0007513839518651366
90,0.0007513839518651366
91,0.0007513839518651366
92,0.0007513402379117906
93,0.0007513839518651366
94,0.0007513839518651366
95,0.0007513839518651366
96,0.0007513839518651366
97,0.0007513839518651366
98,0.0007513402379117906
99,0.0007513839518651366
100,0.0007513839518651366
101,0.0007513839518651366
102,0.0007513839518651366
103,0.0007513839518651366
104,0.0007513839518651366
105,0.0007513402379117906
106,0.0007513839518651366
107,0.0007513402379117906
108,0.0007513839518651366
109,0.0007513839518651366
110,0.0007513402379117906
111,0.0007513839518651366
112,0.0007513839518651366
113,0.0007513839518651366
114,0.0007513839518651366
115,0.0007513402379117906
116,0.0007513839518651366
117,0.0007513839518651366
118,0.0007513839518651366
119,0.0007513839518651366
120,0.0007513839518651366
121,0.0007513839518651366
122,0.0007513402379117906
123,0.0007513402379117906
124,0.0007513839518651366
125,0.0007513839518651366
126,0.0007513839518651366
127,0.0007513839518651366
128,0.0007513839518651366
129,0.0007513839518651366
130,0.0007513839518651366
131,0.0007513839518651366
132,0.0007513402379117906
133,0.0007513839518651366
134,0.0007513839518651366
135,0.0007513402379117906
136,0.0007513402379117906
137,0.0007513839518651366
138,0.0007513402379117906
139,0.0007513839518651366
140,0.0007513402379117906
141,0.0007513839518651366
142,0.0007513402379117906
143,0.0007513839518651366
144,0.0007513839518651366
145,0.0007513839518651366
146,0.0007513402379117906
147,0.0007513839518651366
148,0.0007513839518651366
149,0.0007513402379117906
150,0.0007513839518651366
151,0.0007513839518651366
152,0.0007513839518651366
153,0.0007513402379117906
154,0.0007513839518651366
155,0.0007513839518651366
156,0.0007513839518651366
157,0.0007513402379117906
158,0.0007513402379117906
159,0.0007513839518651366
160,0.0007513839518651366
161,0.0007513402379117906
162,0.0007513839518651366
163,0.0007513402379117906
164,0.0007513839518651366
165,0.0007513839518651366
166,0.0007513402379117906
167,0.0007513839518651366
168,0.0007513839518651366
169,0.0007513839518651366
170,0.0007513839518651366
171,0.0007513839518651366
172,0.0007513839518651366
173,0.0007513839518651366
174,0.0007513839518651366
175,0.0007513402379117906
176,0.0007513839518651366
177,0.0007513402379117906
178,0.0007513839518651366
179,0.0007513839518651366
180,0.0007513839518651366
181,0.0007513839518651366
182,0.0007513839518651366
183,0.0007513402379117906
184,0.0007513839518651366
185,0.0007513839518651366
186,0.0007513839518651366
187,0.0007513839518651366
188,0.0007513839518651366
189,0.0007513839518651366
190,0.0007513839518651366
191,0.0007513839518651366
192,0.0007513839518651366
193,0.0007513839518651366
194,0.0007513839518651366
195,0.0007513839518651366
196,0.0007513839518651366
197,0.0007513839518651366
198,0.0007513839518651366
