step,box_translation_penalty_0
0,0.0017488314770162106
1,0.0017488314770162106
2,0.0017487048171460629
3,0.0017488314770162106
4,0.0017487048171460629
5,0.0017487048171460629
6,0.0017488314770162106
7,0.001748830545693636
8,0.0017488314770162106
9,0.0017487048171460629
10,0.0017488340381532907
11,0.0017488331068307161
12,0.0017487048171460629
13,0.0017488314770162106
14,0.0017487048171460629
15,0.0017488314770162106
16,0.0017488314770162106
17,0.0017487048171460629
18,0.0017488340381532907
19,0.0017488314770162106
20,0.001748830545693636
21,0.0017488314770162106
22,0.0017487048171460629
23,0.0017488340381532907
24,0.0017488314770162106
25,0.001748830545693636
26,0.0017487048171460629
27,0.0017488340381532907
28,0.0017488331068307161
29,0.0017488314770162106
30,0.0017488314770162106
31,0.0017487048171460629
32,0.0017488340381532907
33,0.0017488331068307161
34,0.0017487048171460629
35,0.0017488314770162106
36,0.0017487048171460629
37,0.0017488314770162106
38,0.0017488314770162106
39,0.0017487048171460629
40,0.0017488340381532907
41,0.0017488314770162106
42,0.0012205448001623154
43,0.0002598896389827132
44,7.228310278151184e-05
45,4.1639370465418324e-05
46,0.00018040803843177855
47,0.00022965981042943895
48,0.00022966295364312828
49,0.00022966295364312828
50,0.00022966392862144858
51,0.00022966295364312828
52,0.00022966295364312828
53,0.00022966295364312828
54,0.00022966295364312828
55,0.00022966295364312828
56,0.00022966295364312828
57,0.00022966392862144858
58,0.00022966295364312828
59,0.00022966295364312828
60,0.00022966392862144858
61,0.00022966295364312828
62,0.00022966295364312828
63,0.00022966392862144858
64,0.00022966295364312828
65,0.00022966295364312828
66,0.00022966295364312828
67,0.00022966295364312828
68,0.00022966295364312828
69,0.00022966295364312828
70,0.00022966295364312828
71,0.00022966295364312828
72,0.00022966295364312828
73,0.00022966295364312828
74,0.00022966295364312828
75,0.00022966295364312828
76,0.00022966295364312828
77,0.00022966392862144858
78,0.00022966295364312828
79,0.00022966295364312828
80,0.00022966295364312828
81,0.00022966295364312828
82,0.00022966295364312828
83,0.00022966295364312828
84,0.00022966295364312828
85,0.00022966295364312828
86,0.00022966295364312828
87,0.00022966295364312828
88,0.00022966186224948615
89,0.00022966295364312828
90,0.00022966295364312828
91,0.00022966295364312828
92,0.00022966295364312828
93,0.00022966295364312828
94,0.00022966392862144858
95,0.00022966295364312828
96,0.00022966295364312828
97,0.00022966392862144858
98,0.00022966295364312828
99,0.00022966295364312828
100,0.00022966295364312828
101,0.00022966295364312828
102,0.00022966295364312828
103,0.00022966295364312828
104,0.00022966295364312828
105,0.00022966295364312828
106,0.00022966295364312828
107,0.00022966295364312828
108,0.00022966295364312828
109,0.00022966295364312828
110,0.00022966295364312828
111,0.00022966295364312828
112,0.00022966295364312828
113,0.00022966295364312828
114,0.00022966186224948615
115,0.00022966295364312828
116,0.00022966295364312828
117,0.00022966392862144858
118,0.00022966295364312828
119,0.00022966295364312828
120,0.00022966392862144858
121,0.00022966295364312828
122,0.00022966295364312828
123,0.00022966295364312828
124,0.00022966186224948615
125,0.00022966295364312828
126,0.00022966295364312828
127,0.00022966392862144858
128,0.00022966295364312828
129,0.00022966295364312828
130,0.00022966392862144858
131,0.00022966295364312828
132,0.00022966295364312828
133,0.00022966295364312828
134,0.00022966295364312828
135,0.00022966295364312828
136,0.00022966295364312828
137,0.00022966295364312828
138,0.00022966295364312828
139,0.00022966295364312828
140,0.00022966295364312828
141,0.00022966295364312828
142,0.00022966295364312828
143,0.00022966295364312828
144,0.00022966295364312828
145,0.00022966295364312828
146,0.00022966295364312828
147,0.00022966295364312828
148,0.00022966295364312828
149,0.00022966295364312828
150,0.00022966392862144858
151,0.00022966295364312828
152,0.00022966295364312828
153,0.00022966392862144858
154,0.00022966295364312828
155,0.00022966295364312828
156,0.00022966295364312828
157,0.00022966186224948615
158,0.00022966295364312828
159,0.00022966295364312828
160,0.00022966392862144858
161,0.00022966295364312828
162,0.00022966295364312828
163,0.00022966392862144858
164,0.00022966295364312828
165,0.00022966295364312828
166,0.00022966295364312828
167,0.00022966295364312828
168,0.00022966295364312828
169,0.00022966295364312828
170,0.00022966295364312828
171,0.00022966295364312828
172,0.00022966295364312828
173,0.00022966295364312828
174,0.00022966295364312828
175,0.00022966295364312828
176,0.00022966295364312828
177,0.00022966295364312828
178,0.00022966295364312828
179,0.00022966295364312828
180,0.00022966295364312828
181,0.00022966295364312828
182,0.00022966295364312828
183,0.00022966295364312828
184,0.00022966295364312828
185,0.00022966295364312828
186,0.00022966295364312828
187,0.00022966295364312828
188,0.00022966295364312828
189,0.00022966295364312828
190,0.00022966186224948615
191,0.00022966295364312828
192,0.00022966295364312828
193,0.00022966392862144858
194,0.00022966295364312828
195,0.00022966295364312828
196,0.00022966392862144858
197,0.00022966295364312828
198,0.00022966295364312828
