step,obs/extra/box_pose_6d_from_bimanual_center_0,obs/extra/box_pose_6d_from_bimanual_center_1,obs/extra/box_pose_6d_from_bimanual_center_2,obs/extra/box_pose_6d_from_bimanual_center_3,obs/extra/box_pose_6d_from_bimanual_center_4,obs/extra/box_pose_6d_from_bimanual_center_5,obs/extra/box_pose_6d_from_bimanual_center_6,obs/extra/box_pose_6d_from_bimanual_center_7,obs/extra/box_pose_6d_from_bimanual_center_8
0,0.33114078640937805,0.016878880560398102,-0.03099999949336052,-0.9213337898254395,0.3887726962566376,-4.992213007426471e-07,-0.3887726962566376,-0.9213337898254395,2.0110678633500356e-06
1,0.33114078640937805,0.016878880560398102,-0.03099999949336052,-0.9213337898254395,0.38877272605895996,-5.086020564704086e-07,-0.38877272605895996,-0.9213337898254395,2.0301572476455476e-06
2,0.33114078640937805,0.016878878697752953,-0.03099999949336052,-0.9213337898254395,0.3887726962566376,-4.938501092510705e-07,-0.3887726962566376,-0.9213337898254395,2.041659172391519e-06
3,0.33114078640937805,0.016878876835107803,-0.03099999949336052,-0.9213337898254395,0.3887726962566376,-4.799327939508657e-07,-0.3887726962566376,-0.9213337898254395,2.0557431525958236e-06
4,0.33114078640937805,0.016878871247172356,-0.03099999949336052,-0.9213337898254395,0.3887726962566376,-4.7356547838717233e-07,-0.3887726962566376,-0.9213337898254395,2.072661345664528e-06
5,0.33114078640937805,0.016878878697752953,-0.03099999949336052,-0.9213337898254395,0.3887726962566376,-4.819220862373186e-07,-0.3887726962566376,-0.9213337898254395,2.0962040707672713e-06
6,0.33114078640937805,0.016878869384527206,-0.03099999949336052,-0.9213337898254395,0.3887726962566376,-4.6396911557167186e-07,-0.3887726962566376,-0.9213337898254395,2.1119806206115754e-06
7,0.33114078640937805,0.016878871247172356,-0.03099999949336052,-0.9213337898254395,0.3887726962566376,-4.6078386617409706e-07,-0.3887726962566376,-0.9213337898254395,2.1344753804442007e-06
8,0.33114078640937805,0.016878873109817505,-0.03099999949336052,-0.9213337898254395,0.3887726962566376,-4.523748771134706e-07,-0.3887726962566376,-0.9213337898254395,2.1573134745267453e-06
9,0.33114078640937805,0.016878876835107803,-0.03099999949336052,-0.9213337898254395,0.38877272605895996,-4.4678876065518125e-07,-0.38877272605895996,-0.9213337898254395,2.182971002184786e-06
10,0.33114075660705566,0.016878873109817505,-0.03099999949336052,-0.9213337898254395,0.3887726962566376,-4.3160517293472367e-07,-0.3887726962566376,-0.9213337898254395,2.209122158092214e-06
11,0.33114078640937805,0.016878869384527206,-0.03099999949336052,-0.9213337898254395,0.3887726962566376,-4.3440928720883676e-07,-0.3887726962566376,-0.9213337898254395,2.1791565814055502e-06
12,0.33114078640937805,0.016878873109817505,-0.03099999949336052,-0.9213337898254395,0.3887726664543152,-4.4407858013073565e-07,-0.3887726664543152,-0.9213337898254395,2.1703349375457037e-06
