step,obs/extra/box_pose_6d_from_bimanual_center_0,obs/extra/box_pose_6d_from_bimanual_center_1,obs/extra/box_pose_6d_from_bimanual_center_2,obs/extra/box_pose_6d_from_bimanual_center_3,obs/extra/box_pose_6d_from_bimanual_center_4,obs/extra/box_pose_6d_from_bimanual_center_5,obs/extra/box_pose_6d_from_bimanual_center_6,obs/extra/box_pose_6d_from_bimanual_center_7,obs/extra/box_pose_6d_from_bimanual_center_8
0,0.34126973152160645,0.003167755203321576,-0.03100009635090828,0.9999470710754395,0.01028804574161768,1.6426502043032087e-06,-0.01028804574161768,0.9999470710754395,9.604982551536523e-07
1,0.34126967191696167,0.0031676748767495155,-0.0310000441968441,0.9999470710754395,0.010288078337907791,1.616963345441036e-06,-0.010288078337907791,0.9999470710754395,8.869841963132785e-07
2,0.34126973152160645,0.0031677570659667253,-0.03100009635090828,0.9999470710754395,0.010288088582456112,1.5705865052950685e-06,-0.010288088582456112,0.9999470710754395,8.27851579288108e-07
3,0.34126970171928406,0.003167671849951148,-0.0310000441968441,0.9999470710754395,0.010287977755069733,1.560728378535714e-06,-0.010287977755069733,0.9999470710754395,9.541005283608683e-07
4,0.34126967191696167,0.003167671849951148,-0.0310000441968441,0.9999470710754395,0.010287978686392307,1.6077402733571944e-06,-0.010287978686392307,0.9999470710754395,1.075078330359247e-06
5,0.34126973152160645,0.003167748684063554,-0.03100009635090828,0.9999470710754395,0.010288040153682232,1.6530594848518376e-06,-0.010288040153682232,0.9999470710754395,9.805564786802279e-07
6,0.34126967191696167,0.0031676660291850567,-0.0310000441968441,0.9999470710754395,0.010288042016327381,1.5986213384167058e-06,-0.010288042016327381,0.9999470710754395,9.240563940693391e-07
7,0.34126970171928406,0.003167675342410803,-0.0310000441968441,0.9999470710754395,0.010288038291037083,1.614533402971574e-06,-0.010288038291037083,0.9999470710754395,1.021203047457675e-06
8,0.34126973152160645,0.0031677561346441507,-0.03100009635090828,0.9999470710754395,0.010288093239068985,1.679746219451772e-06,-0.010288093239068985,0.9999470710754395,1.0783439847728005e-06
9,0.34126967191696167,0.003167673945426941,-0.0310000441968441,0.9999470710754395,0.010287991724908352,1.7138925159088103e-06,-0.010287991724908352,0.9999470710754395,1.2015449328828254e-06
10,0.34126967191696167,0.0031676769722253084,-0.0310000441968441,0.9999470710754395,0.010288002900779247,1.6617359506199136e-06,-0.010288002900779247,0.9999470710754395,1.0244006034554332e-06
11,0.34126973152160645,0.003167764749377966,-0.03100009635090828,0.9999470710754395,0.010288079269230366,1.6373346625186969e-06,-0.010288079269230366,0.9999470710754395,9.524702022645215e-07
12,0.34126970171928406,0.0031676683574914932,-0.0310000441968441,0.9999470710754395,0.010288018733263016,1.587340534570103e-06,-0.010288018733263016,0.9999470710754395,8.862294862410636e-07
13,0.34126973152160645,0.003167767310515046,-0.03100009635090828,0.9999470710754395,0.010288088582456112,1.6936103293119231e-06,-0.010288088582456112,0.9999470710754395,1.0767272442535614e-06
14,0.34126967191696167,0.0031676730141043663,-0.0310000441968441,0.9999470710754395,0.01028802152723074,1.6555192132727825e-06,-0.01028802152723074,0.9999470710754395,1.0350826187277562e-06
15,0.34126973152160645,0.0031677489168941975,-0.03100009635090828,0.9999470710754395,0.010288054123520851,1.626302605473029e-06,-0.010288054123520851,0.9999470710754395,9.617715477361344e-07
16,0.34126967191696167,0.00316768791526556,-0.0310000441968441,0.9999470710754395,0.01028806809335947,1.3903872968512587e-06,-0.01028806809335947,0.9999470710754395,5.740027404499415e-07
17,0.34126973152160645,0.003167751943692565,-0.03100009635090828,0.9999470710754395,0.010288015007972717,1.6798120441308129e-06,-0.010288015007972717,0.9999470710754395,1.0713173423937405e-06
18,0.34126967191696167,0.0031676795333623886,-0.0310000441968441,0.9999470710754395,0.010288046672940254,1.6510681462023058e-06,-0.010288046672940254,0.9999470710754395,9.987267048927606e-07
19,0.33968669176101685,0.009553726762533188,-0.031003326177597046,0.9999794363975525,0.00641136709600687,-7.764593647152651e-06,-0.006411368027329445,0.9999794363975525,-7.808986265445128e-05
20,0.3394106328487396,0.027245089411735535,-0.031004048883914948,0.9999014139175415,0.014041428454220295,3.9374381231027655e-06,-0.014041428454220295,0.9999014139175415,-0.00012735952623188496
21,0.3406140208244324,0.044460076838731766,-0.031000029295682907,0.9992743134498596,0.03809044137597084,-3.724482056099987e-08,-0.03809044137597084,0.9992743134498596,-4.370601658365558e-09
22,0.3413226902484894,0.054794225841760635,-0.031000029295682907,0.9986850619316101,0.05126505717635155,4.3351917611289537e-08,-0.05126505717635155,0.9986850619316101,1.0070747435975136e-07
23,0.34150421619415283,0.057825371623039246,-0.03100002557039261,0.9985229969024658,0.05433090403676033,7.414940483840837e-08,-0.05433090403676033,0.9985229969024658,4.1264607375524065e-07
24,0.34150388836860657,0.057825420051813126,-0.031000107526779175,0.9985229969024658,0.054330822080373764,1.0120868410012918e-06,-0.054330822080373764,0.9985229969024658,2.8618745773201226e-07
25,0.3415038287639618,0.05782536789774895,-0.031000055372714996,0.9985229969024658,0.054330725222826004,1.434877503925236e-06,-0.054330725222826004,0.9985229969024658,7.387304776784731e-07
26,0.3415038585662842,0.05782542750239372,-0.031000107526779175,0.9985229969024658,0.054330743849277496,1.2985608464077814e-06,-0.054330743849277496,0.9985229969024658,3.160324268947079e-08
27,0.3415038585662842,0.057825420051813126,-0.031000107526779175,0.9985229969024658,0.05433070287108421,1.314666292273614e-06,-0.05433070287108421,0.9985229969024658,5.348341147737301e-08
28,0.3415038287639618,0.05782536044716835,-0.031000055372714996,0.9985229969024658,0.05433076620101929,1.4648280739493202e-06,-0.05433076620101929,0.9985229969024658,1.2000681408608216e-06
29,0.3415038585662842,0.05782535672187805,-0.031000055372714996,0.9985229969024658,0.05433082953095436,1.3013155921726138e-06,-0.05433082953095436,0.9985229969024658,5.293968570185825e-07
30,0.3415038585662842,0.05782542750239372,-0.031000107526779175,0.9985229969024658,0.05433083698153496,1.1388372058718232e-06,-0.05433083698153496,0.9985229969024658,5.075251010566717e-07
31,0.3415038585662842,0.057825423777103424,-0.031000107526779175,0.9985229969024658,0.054330792278051376,1.1289346275589196e-06,-0.054330792278051376,0.9985229969024658,5.851993591932114e-07
32,0.3415038287639618,0.05782536044716835,-0.031000055372714996,0.9985229969024658,0.054330721497535706,1.409495325788157e-06,-0.054330721497535706,0.9985229969024658,1.0016977967097773e-06
33,0.3415038287639618,0.05782535672187805,-0.031000055372714996,0.9985229969024658,0.054330699145793915,1.4029596968612168e-06,-0.054330699145793915,0.9985229969024658,7.14452653483022e-07
34,0.3415038585662842,0.057825423777103424,-0.031000107526779175,0.9985229969024658,0.0543307289481163,1.2971350997759146e-06,-0.0543307289481163,0.9985229969024658,5.631854094190203e-08
35,0.3415038585662842,0.05782541632652283,-0.031000107526779175,0.9985229969024658,0.05433081462979317,1.0531778116273927e-06,-0.05433081462979317,0.9985229969024658,4.1899386360455537e-07
36,0.3415038287639618,0.05782535672187805,-0.031000055372714996,0.9985229969024658,0.05433069169521332,1.4917721955498564e-06,-0.05433069169521332,0.9985229969024658,1.153752577920386e-06
37,0.3415038585662842,0.05782535672187805,-0.031000055372714996,0.9985229969024658,0.054330747574567795,1.3192171763876104e-06,-0.054330747574567795,0.9985229969024658,5.070810402685311e-07
38,0.3415038585662842,0.05782543122768402,-0.031000107526779175,0.9985229969024658,0.05433085188269615,1.1392360192985507e-06,-0.05433085188269615,0.9985229969024658,5.311639483807085e-07
39,0.3415038287639618,0.05782535672187805,-0.031000055372714996,0.9985229969024658,0.054330773651599884,1.4057033013159526e-06,-0.054330773651599884,0.9985229969024658,6.529683105327422e-07
40,0.3415038585662842,0.05782542750239372,-0.031000107526779175,0.9985229969024658,0.05433076620101929,1.285199573430873e-06,-0.05433076620101929,0.9985229969024658,6.359737199090887e-07
41,0.3415038585662842,0.05782535672187805,-0.031000055372714996,0.9985229969024658,0.05433075875043869,1.4278687103796983e-06,-0.05433075875043869,0.9985229969024658,1.1169514664288727e-06
42,0.34150388836860657,0.05782542750239372,-0.031000107526779175,0.9985229969024658,0.05433070287108421,1.3291070217746892e-06,-0.05433070287108421,0.9985229969024658,1.426384415026405e-07
43,0.3415038287639618,0.05782536417245865,-0.031000055372714996,0.9985229969024658,0.05433076620101929,1.3892545212002005e-06,-0.05433076620101929,0.9985229969024658,8.864537903718883e-07
44,0.3415038585662842,0.05782536789774895,-0.031000055372714996,0.9985229969024658,0.05433082953095436,1.3269551573102945e-06,-0.05433082953095436,0.9985229969024658,5.735368517889583e-07
45,0.34150388836860657,0.057825423777103424,-0.031000107526779175,0.9985229969024658,0.054330747574567795,1.344637439615326e-06,-0.054330747574567795,0.9985229969024658,1.8881657126712525e-07
46,0.3415038585662842,0.057825420051813126,-0.031000107526779175,0.9985229969024658,0.05433090403676033,1.0952857110169134e-06,-0.05433090403676033,0.9985229969024658,4.4238211671654426e-07
47,0.3415038585662842,0.05782536417245865,-0.031000055372714996,0.9985229969024658,0.05433078482747078,1.3538611938201939e-06,-0.05433078482747078,0.9985229969024658,5.986949531688879e-07
48,0.3415038585662842,0.05782542750239372,-0.031000107526779175,0.9985229969024658,0.0543307289481163,1.2547112646643654e-06,-0.0543307289481163,0.9985229969024658,5.802179998681822e-07
49,0.3415038287639618,0.05782535299658775,-0.031000055372714996,0.9985229969024658,0.05433078110218048,1.4122412039796473e-06,-0.05433078110218048,0.9985229969024658,1.0468976370248129e-06
50,0.34150388836860657,0.05782541260123253,-0.031000107526779175,0.9985229969024658,0.0543307326734066,1.2876691926066997e-06,-0.0543307326734066,0.9985229969024658,9.051672122950549e-08
51,0.3415038287639618,0.05782536044716835,-0.031000055372714996,0.9985229969024658,0.0543307363986969,1.4628463986809948e-06,-0.0543307363986969,0.9985229969024658,1.1995857676083688e-06
52,0.3415038585662842,0.05782536044716835,-0.031000055372714996,0.9985229969024658,0.054330818355083466,1.326557139691431e-06,-0.054330818355083466,0.9985229969024658,5.81627830342768e-07
53,0.3415038585662842,0.057825423777103424,-0.031000107526779175,0.9985229969024658,0.05433081090450287,1.1496489378259866e-06,-0.05433081090450287,0.9985229969024658,5.804612328574876e-07
54,0.3415038287639618,0.05782536044716835,-0.031000055372714996,0.9985229969024658,0.0543307401239872,1.4192057733453112e-06,-0.0543307401239872,0.9985229969024658,9.99602889351081e-07
55,0.34150388836860657,0.05782543122768402,-0.031000107526779175,0.9985229969024658,0.05433082580566406,1.310660081799142e-06,-0.05433082580566406,0.9985229969024658,6.986464740066367e-08
56,0.3415038287639618,0.05782535672187805,-0.031000055372714996,0.9985229969024658,0.0543307326734066,1.3150736322131706e-06,-0.0543307326734066,0.9985229969024658,8.295408520098135e-07
57,0.3415038585662842,0.05782536417245865,-0.031000055372714996,0.9985229969024658,0.05433076620101929,1.3239473446446937e-06,-0.05433076620101929,0.9985229969024658,5.112554504194122e-07
58,0.3415038585662842,0.05782543122768402,-0.031000107526779175,0.9985229969024658,0.054330866783857346,1.1429932555984124e-06,-0.054330866783857346,0.9985229969024658,5.048858042755455e-07
59,0.3415038287639618,0.05782535672187805,-0.031000055372714996,0.9985229969024658,0.05433075502514839,1.3788812793791294e-06,-0.05433075502514839,0.9985229969024658,6.347105454551638e-07
60,0.3415038585662842,0.05782541260123253,-0.031000107526779175,0.9985229969024658,0.054330695420503616,1.3930368822911987e-06,-0.054330695420503616,0.9985229969024658,2.9779096166748786e-07
61,0.3415038585662842,0.057825423777103424,-0.031000107526779175,0.9985229969024658,0.05433080345392227,1.0305581099601113e-06,-0.05433080345392227,0.9985229969024658,2.8246461170056136e-07
62,0.3415038287639618,0.05782536044716835,-0.031000055372714996,0.9985229969024658,0.054330725222826004,1.4227258589016856e-06,-0.054330725222826004,0.9985229969024658,1.0262438081554137e-06
63,0.34150388836860657,0.057825420051813126,-0.031000107526779175,0.9985229969024658,0.054330769926309586,1.2901025456812931e-06,-0.054330769926309586,0.9985229969024658,1.0898154556571171e-07
64,0.3415038287639618,0.05782535299658775,-0.031000055372714996,0.9985229969024658,0.05433075875043869,1.3176506854506442e-06,-0.05433075875043869,0.9985229969024658,8.560841706639621e-07
65,0.3415038287639618,0.05782535299658775,-0.031000055372714996,0.9985229969024658,0.054330721497535706,1.3361220680963015e-06,-0.054330721497535706,0.9985229969024658,5.612134827970294e-07
