step,obs/extra/box_pose_6d_from_bimanual_center_0,obs/extra/box_pose_6d_from_bimanual_center_1,obs/extra/box_pose_6d_from_bimanual_center_2,obs/extra/box_pose_6d_from_bimanual_center_3,obs/extra/box_pose_6d_from_bimanual_center_4,obs/extra/box_pose_6d_from_bimanual_center_5,obs/extra/box_pose_6d_from_bimanual_center_6,obs/extra/box_pose_6d_from_bimanual_center_7,obs/extra/box_pose_6d_from_bimanual_center_8
0,0.3424355983734131,-0.015484653413295746,-0.031000100076198578,-0.02549457550048828,0.9996749758720398,1.6711237549316138e-06,-0.9996749758720398,-0.02549457550048828,5.51987909602758e-07
1,0.3424355983734131,-0.015484651550650597,-0.031000100076198578,-0.025494813919067383,0.9996749758720398,1.2734315077977953e-06,-0.9996749758720398,-0.025494813919067383,4.730069917968649e-07
2,0.3424355983734131,-0.01548465620726347,-0.031000100076198578,-0.025494694709777832,0.9996749758720398,1.661784381212783e-06,-0.9996749758720398,-0.025494694709777832,4.916654461339931e-07
3,0.3424355983734131,-0.015484691597521305,-0.0310000479221344,-0.02549457550048828,0.999674916267395,1.4507440937450156e-06,-0.999674916267395,-0.02549457550048828,5.11670066316583e-07
4,0.3424355983734131,-0.015484659001231194,-0.031000100076198578,-0.025494694709777832,0.9996749758720398,1.645786483095435e-06,-0.9996749758720398,-0.025494694709777832,4.2965234570147004e-07
5,0.3424355983734131,-0.015484691597521305,-0.0310000479221344,-0.02549457550048828,0.999674916267395,1.4277450191002572e-06,-0.999674916267395,-0.02549457550048828,4.5543248461399344e-07
6,0.3424355983734131,-0.015484655275940895,-0.031000100076198578,-0.025494813919067383,0.9996749758720398,1.2985750572624966e-06,-0.9996749758720398,-0.025494813919067383,5.02423461057333e-07
7,0.3424355983734131,-0.015484650619328022,-0.031000100076198578,-0.025494813919067383,0.9996749758720398,1.6595294027865748e-06,-0.9996749758720398,-0.025494813919067383,5.292174591886578e-07
8,0.3424355983734131,-0.015484679490327835,-0.0310000479221344,-0.02549457550048828,0.999674916267395,1.4757935105080833e-06,-0.999674916267395,-0.02549457550048828,5.436758101495798e-07
9,0.3424355983734131,-0.015484653413295746,-0.031000100076198578,-0.025494813919067383,0.9996749758720398,1.3446339153233566e-06,-0.9996749758720398,-0.025494813919067383,5.690501438948559e-07
10,0.3424355983734131,-0.015484661795198917,-0.031000100076198578,-0.025494694709777832,0.9996749758720398,1.7048590734702884e-06,-0.9996749758720398,-0.025494694709777832,5.965146669950627e-07
11,0.3424355983734131,-0.015484685078263283,-0.0310000479221344,-0.025494813919067383,0.9996749758720398,1.3654311032951227e-06,-0.9996749758720398,-0.025494813919067383,2.751280305801629e-07
12,0.3424355983734131,-0.015484643168747425,-0.031000100076198578,-0.025494813919067383,0.9996749758720398,1.367304662380775e-06,-0.9996749758720398,-0.025494813919067383,6.585344749510114e-07
13,0.3424355983734131,-0.015484661795198917,-0.031000100076198578,-0.025494694709777832,0.999674916267395,1.4364561593538383e-06,-0.999674916267395,-0.025494694709777832,-1.7265620044781826e-09
14,0.3424355983734131,-0.015484695322811604,-0.0310000479221344,-0.02549457550048828,0.999674916267395,1.3792389381706016e-06,-0.999674916267395,-0.02549457550048828,3.391901941540709e-07
15,0.3424355983734131,-0.015484658069908619,-0.031000100076198578,-0.025494813919067383,0.9996749758720398,1.3996375400893157e-06,-0.9996749758720398,-0.025494813919067383,7.285782999133517e-07
16,0.3424355983734131,-0.015484653413295746,-0.031000100076198578,-0.025494694709777832,0.9996749758720398,1.6091127008621697e-06,-0.9996749758720398,-0.025494694709777832,4.1054568100662436e-07
17,0.3424355983734131,-0.01548469066619873,-0.0310000479221344,-0.02549457550048828,0.999674916267395,1.4246061255107634e-06,-0.999674916267395,-0.02549457550048828,4.1637554204498883e-07
18,0.3424355983734131,-0.015484659932553768,-0.031000100076198578,-0.025494933128356934,0.9996749758720398,1.2811829037673306e-06,-0.9996749758720398,-0.025494933128356934,4.576661751798383e-07
19,0.3424355983734131,-0.015484695322811604,-0.0310000479221344,-0.02549457550048828,0.999674916267395,1.3876202729079523e-06,-0.999674916267395,-0.02549457550048828,3.4542011917437776e-07
20,0.3424355983734131,-0.015484655275940895,-0.031000100076198578,-0.025494813919067383,0.9996749758720398,1.4072728617975372e-06,-0.9996749758720398,-0.025494813919067383,7.416790026582021e-07
21,0.3424355983734131,-0.01548465434461832,-0.031000100076198578,-0.025494813919067383,0.9996749758720398,1.6143592347361846e-06,-0.9996749758720398,-0.025494813919067383,4.217623086333333e-07
22,0.3424355983734131,-0.015484691597521305,-0.0310000479221344,-0.02549457550048828,0.999674916267395,1.4180379821482347e-06,-0.999674916267395,-0.02549457550048828,4.289594244255568e-07
23,0.3424355983734131,-0.015484665520489216,-0.031000100076198578,-0.025494813919067383,0.9996749758720398,1.2846326171711553e-06,-0.9996749758720398,-0.025494813919067383,4.7127616653597215e-07
24,0.3424355983734131,-0.01548465434461832,-0.031000100076198578,-0.025494694709777832,0.9996749758720398,1.665057197897113e-06,-0.9996749758720398,-0.025494694709777832,5.035393542129896e-07
25,0.3424355983734131,-0.01548469066619873,-0.0310000479221344,-0.02549457550048828,0.999674916267395,1.4667382401967188e-06,-0.999674916267395,-0.02549457550048828,5.237540108282701e-07
26,0.3424355983734131,-0.015484658069908619,-0.031000100076198578,-0.02549457550048828,0.9996749758720398,1.3212139720053528e-06,-0.9996749758720398,-0.02549457550048828,5.50662718978856e-07
27,0.3424355983734131,-0.015484659001231194,-0.031000100076198578,-0.025494813919067383,0.9996749758720398,1.6891681298147887e-06,-0.9996749758720398,-0.025494813919067383,5.915683232160518e-07
28,0.3424355983734131,-0.015484651550650597,-0.031000100076198578,-0.025494813919067383,0.9996749758720398,1.289743636334606e-06,-0.9996749758720398,-0.025494813919067383,5.012585688746185e-07
29,0.3424355983734131,-0.015484655275940895,-0.031000100076198578,-0.025494694709777832,0.9996749758720398,1.662585646045045e-06,-0.9996749758720398,-0.025494694709777832,5.167869403521763e-07
30,0.3424355983734131,-0.015484683215618134,-0.0310000479221344,-0.02549457550048828,0.999674916267395,1.474773057452694e-06,-0.999674916267395,-0.02549457550048828,5.388715749177209e-07
31,0.3424355983734131,-0.015484658069908619,-0.031000100076198578,-0.025494813919067383,0.9996749758720398,1.3527636610888294e-06,-0.9996749758720398,-0.025494813919067383,5.576332569035003e-07
32,0.3424355983734131,-0.01548466645181179,-0.031000100076198578,-0.025494694709777832,0.9996749758720398,1.7024551652866649e-06,-0.9996749758720398,-0.025494694709777832,5.920243211221532e-07
33,0.3424355983734131,-0.015484689734876156,-0.0310000479221344,-0.025494813919067383,0.9996749758720398,1.359812927148596e-06,-0.9996749758720398,-0.025494813919067383,2.731354413754161e-07
34,0.3424355983734131,-0.01548464410007,-0.031000100076198578,-0.025494813919067383,0.9996749758720398,1.3711202200283878e-06,-0.9996749758720398,-0.025494813919067383,6.553589741997712e-07
35,0.3424355983734131,-0.015484661795198917,-0.031000100076198578,-0.025494694709777832,0.999674916267395,1.420115722794435e-06,-0.999674916267395,-0.025494694709777832,3.1751028473081533e-09
36,0.3424355983734131,-0.015484689734876156,-0.0310000479221344,-0.02549457550048828,0.999674916267395,1.3844739896740066e-06,-0.999674916267395,-0.02549457550048828,3.4020757766484166e-07
37,0.3424355983734131,-0.01548465434461832,-0.031000100076198578,-0.025494813919067383,0.9996749758720398,1.4074483942749794e-06,-0.9996749758720398,-0.025494813919067383,7.305857252504211e-07
38,0.3424355983734131,-0.015484686009585857,-0.0310000479221344,-0.02549457550048828,0.999674916267395,1.3559490525949514e-06,-0.999674916267395,-0.02549457550048828,2.902081632782938e-07
39,0.3424355983734131,-0.015484650619328022,-0.031000100076198578,-0.025494813919067383,0.9996749758720398,1.3773450291409972e-06,-0.9996749758720398,-0.025494813919067383,6.776336363145674e-07
40,0.3424355983734131,-0.015484659001231194,-0.031000100076198578,-0.025494694709777832,0.9996749758720398,1.4520721833832795e-06,-0.9996749758720398,-0.025494694709777832,2.2776195152118817e-08
41,0.3424355983734131,-0.015484691597521305,-0.0310000479221344,-0.02549457550048828,0.999674916267395,1.3960238902654964e-06,-0.999674916267395,-0.02549457550048828,3.717559593496844e-07
42,0.3424355983734131,-0.01548465434461832,-0.031000100076198578,-0.025494813919067383,0.9996749758720398,1.4133939885141444e-06,-0.9996749758720398,-0.025494813919067383,7.722715622549003e-07
