step,obs/extra/box_pose_6d_from_bimanual_center_0,obs/extra/box_pose_6d_from_bimanual_center_1,obs/extra/box_pose_6d_from_bimanual_center_2,obs/extra/box_pose_6d_from_bimanual_center_3,obs/extra/box_pose_6d_from_bimanual_center_4,obs/extra/box_pose_6d_from_bimanual_center_5,obs/extra/box_pose_6d_from_bimanual_center_6,obs/extra/box_pose_6d_from_bimanual_center_7,obs/extra/box_pose_6d_from_bimanual_center_8
0,0.3361332416534424,-0.0018162727355957031,-0.031000014394521713,0.7937525510787964,-0.6082407832145691,-6.918700137248379e-07,0.6082407832145691,0.7937525510787964,1.0468851314726635e-06
1,0.3361332416534424,-0.0018162727355957031,-0.03099999576807022,0.7937525510787964,-0.6082407832145691,-1.8259527223563055e-06,0.6082407832145691,0.7937525510787964,1.2911367548440467e-06
2,0.3361332416534424,-0.0018162727355957031,-0.031000014394521713,0.7937525510787964,-0.6082407832145691,-7.433710607074318e-07,0.6082407832145691,0.7937525510787964,8.820600783110422e-07
3,0.3361332416534424,-0.0018162727355957031,-0.03100001811981201,0.7937526106834412,-0.6082407236099243,-5.948670036559633e-07,0.6082407236099243,0.7937526106834412,1.2089683423255337e-06
4,0.3361332416534424,-0.0018162727355957031,-0.03099999576807022,0.7937525510787964,-0.6082408428192139,-1.8896909068644163e-06,0.6082408428192139,0.7937525510787964,1.2435451708370238e-06
5,0.3361332416534424,-0.0018162727355957031,-0.031000014394521713,0.7937525510787964,-0.6082408428192139,-7.620718633916113e-07,0.6082408428192139,0.7937525510787964,8.185340902855387e-07
6,0.3361332416534424,-0.0018162727355957031,-0.0310000441968441,0.7937524914741516,-0.6082409024238586,-1.8621614117364516e-06,0.6082409024238586,0.7937524914741516,8.513574130120105e-07
7,0.3361332416534424,-0.0018162727355957031,-0.031000014394521713,0.7937524318695068,-0.6082409620285034,-6.777532917112694e-07,0.6082409620285034,0.7937524318695068,1.140207018579531e-06
8,0.3361332416534424,-0.0018162727355957031,-0.031000014394521713,0.7937524318695068,-0.6082409620285034,-7.536427801824175e-07,0.6082409620285034,0.7937524318695068,8.722739721633843e-07
9,0.3361332416534424,-0.0018162727355957031,-0.03100001811981201,0.7937524914741516,-0.6082409024238586,-5.859593557033804e-07,0.6082409024238586,0.7937524914741516,1.1967048294536653e-06
10,0.3361332416534424,-0.0018162727355957031,-0.03100001811981201,0.7937524914741516,-0.6082409024238586,-5.695465006283484e-07,0.6082409024238586,0.7937524914741516,1.3038988981861621e-06
11,0.3361332416534424,-0.0018162727355957031,-0.03100001811981201,0.7937524914741516,-0.6082409024238586,-5.317676823324291e-07,0.6082409024238586,0.7937524914741516,1.3906112599215703e-06
12,0.3361332416534424,-0.0018162727355957031,-0.031000014394521713,0.7937524318695068,-0.6082409620285034,-6.256457254494308e-07,0.6082409620285034,0.7937524318695068,7.608832106598129e-07
13,0.3361332416534424,-0.0018162727355957031,-0.03100001811981201,0.7937524318695068,-0.6082409620285034,-5.85994257562561e-07,0.6082409620285034,0.7937524318695068,1.2373434401524719e-06
14,0.3361332416534424,-0.0018162727355957031,-0.03100001811981201,0.7937524914741516,-0.6082409024238586,-5.739994435316476e-07,0.6082409024238586,0.7937524914741516,1.216388113789435e-06
15,0.3361332416534424,-0.0018162727355957031,-0.03100001811981201,0.7937524914741516,-0.6082409024238586,-5.613741791421489e-07,0.6082409024238586,0.7937524914741516,1.3213842748882598e-06
